IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_0766,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - Transformation Course 1",,"Duderstadt, James J.",,1996-08-30 00:00:00,2015,1996-08-30 00:00:00,Transformation Course 1 | jjd596.pdf | jjd596_bhl-2e7cd3ca.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\Transformation Course 1 | \9811_0001\data\Presentations\JJDPR\jjd596.pdf | \converted_files\Presentations-JJDPR-jjd596_bhl-2e7cd3ca.pdf",Original version | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0767,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - Transformation Course 2",,"Duderstadt, James J.",,1996-08-30 00:00:00,2015,1996-08-30 00:00:00,Transformation Course 2 | jjd596.pdf | jjd596_bhl-2e7cd3ca.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\Transformation Course 2 | \9811_0001\data\Presentations\JJDPR\jjd596.pdf | \converted_files\Presentations-JJDPR-jjd596_bhl-2e7cd3ca.pdf",Original version | Preservation version | Subsequent preservation version,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0768,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - PP Presentation PAG",,"Duderstadt, James J.",,undated,2015,undated,PP Presentation PAG,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\JJD PAG presentation\PP Presentation PAG",,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0769,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - 2-10 Tuition",,"Duderstadt, James J.",,undated,2015,undated,2-10 Tuition,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\JJD PAG presentation\Excel wks & _charts\2-10 Tuition",,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0770,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - 2-12 RelatTuition",,"Duderstadt, James J.",,undated,2015,undated,2-12 RelatTuition,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\JJD PAG presentation\Excel wks & _charts\2-12 RelatTuition",,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0771,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - 3-7 aPPublics",,"Duderstadt, James J.",,undated,2015,undated,3-7 aPPublics,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\JJD PAG presentation\Excel wks & _charts\3-7 aPPublics",,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0772,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - Tab 6-1 of Color _",,"Duderstadt, James J.",,undated,2015,undated,Tab 6-1 of Color _,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\JJD PAG presentation\Excel wks & _charts\Tab 6-1 of Color _",,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0773,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - _2-10 Tuition",,"Duderstadt, James J.",,undated,2015,undated,_2-10 Tuition,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\JJD PAG presentation\Excel wks & _charts\_2-10 Tuition",,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0774,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - _2-12 RelatTuition",,"Duderstadt, James J.",,undated,2015,undated,_2-12 RelatTuition,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\JJD PAG presentation\Excel wks & _charts\_2-12 RelatTuition",,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0775,"Digital Documents - University of Michigan Presidency, 1986-1997 - Presentations - 1996-1997 Presentations - _3-7 aPPublics_",,"Duderstadt, James J.",,undated,2015,undated,_3-7 aPPublics_,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Presentations\1996-1997 Presentations\JJD PAG presentation\Excel wks & _charts\_3-7 aPPublics_",,Presentation,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0776,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Circles",,"Duderstadt, James J.",,undated,2015,undated,Circles,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Circles",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0777,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Concur Flows",,"Duderstadt, James J.",,undated,2015,undated,Concur Flows,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Concur Flows",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0778,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - General Plan",,"Duderstadt, James J.",,undated,2015,undated,General Plan,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\General Plan",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0779,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Goals",,"Duderstadt, James J.",,1992-11-27 00:00:00,2015,1992-11-27 00:00:00,Goals | jjd249.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Goals | \9811_0001\data\Ideas\JJDI7\jjd249.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0780,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Inst Level",,"Duderstadt, James J.",,undated,2015,undated,Inst Level,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Inst Level",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0781,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Inst Level Status",,"Duderstadt, James J.",,undated,2015,undated,Inst Level Status,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Inst Level Status",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0782,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Knobs",,"Duderstadt, James J.",,undated,2015,undated,Knobs,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Knobs",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0783,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Knowledge curve",,"Duderstadt, James J.",,undated,2015,undated,Knowledge curve,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Knowledge curve",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0784,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Knowlege Curve",,"Duderstadt, James J.",,undated,2015,undated,Knowlege Curve,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Knowlege Curve",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0785,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Leader",,"Duderstadt, James J.",,undated,2015,undated,Leader,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Leader",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0786,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Mission-Long",,"Duderstadt, James J.",,1987-06-04 00:00:00,2015,1987-06-04 00:00:00,Mission-Long | jjd1589.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Mission-Long | \9811_0001\data\Strategy\JJDST1\jjd1589.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0787,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Peaks",,"Duderstadt, James J.",,undated,2015,undated,Peaks,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Peaks",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0788,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Peaks-II",,"Duderstadt, James J.",,undated,2015,undated,Peaks-II,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Peaks-II",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0789,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Proc Int",,"Duderstadt, James J.",,undated,2015,undated,Proc Int,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Proc Int",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0790,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Spires",,"Duderstadt, James J.",,undated,2015,undated,Spires,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Spires",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0791,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Spivey Chart",,"Duderstadt, James J.",,undated,2015,undated,Spivey Chart,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\Spivey Chart",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0792,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - The Plan",,"Duderstadt, James J.",,undated,2015,undated,The Plan,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\The Plan",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0793,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - The Plan'",,"Duderstadt, James J.",,undated,2015,undated,The Plan',"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1986-1987 Strategy\The Plan'",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0794,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - D'Arms 5.0",,"Duderstadt, James J.",,1987-01-15 00:00:00,2015,1987-01-15 00:00:00,D'Arms 5.0 | jjd1597.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1987-1988 Strategy\D'Arms 5.0 | \9811_0001\data\Strategy\JJDST1\jjd1597.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0795,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Env Ass 5.0",,"Duderstadt, James J.",,1987-01-14 00:00:00,2015,1987-01-14 00:00:00,Env Ass 5.0 | jjd1598.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1987-1988 Strategy\Env Ass 5.0 | \9811_0001\data\Strategy\JJDST1\jjd1598.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0796,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Inst Level 2.0",,"Duderstadt, James J.",,undated,2015,undated,Inst Level 2.0,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1987-1988 Strategy\Inst Level 2.0",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0797,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Plan-5.0",,"Duderstadt, James J.",,1987-10-14 00:00:00,2015,1987-10-14 00:00:00,Plan-5.0 | jjd1600.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1987-1988 Strategy\Plan-5.0 | \9811_0001\data\Strategy\JJDST1\jjd1600.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0798,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - The Plan-III",,"Duderstadt, James J.",,undated,2015,undated,The Plan-III,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1987-1988 Strategy\The Plan-III",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0799,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Campaign Ideas 1.0",,"Duderstadt, James J.",,1989-02-04 00:00:00,2015,1989-02-04 00:00:00,Campaign Ideas 1.0 | jjd543.pdf | jjd543_bhl-7e8f74ee.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1989-1990 Strategy\Campaign Ideas 1.0 | \9811_0001\data\Presentations\JJDPR\jjd543.pdf | \converted_files\Presentations-JJDPR-jjd543_bhl-7e8f74ee.pdf",Original version | Preservation version | Subsequent preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0800,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Links-Problems",,"Duderstadt, James J.",,1989-03-07 00:00:00,2015,1989-03-07 00:00:00,Links-Problems | jjd1603.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1989-1990 Strategy\Links-Problems | \9811_0001\data\Strategy\JJDST1\jjd1603.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0801,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - SPT-2_89",,"Duderstadt, James J.",,undated,2015,undated,SPT-2_89,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1989-1990 Strategy\SPT-2_89",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0802,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - SPT-Issues",,"Duderstadt, James J.",,1989-02-22 00:00:00,2015,1989-02-22 00:00:00,SPT-Issues | jjd1605.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1989-1990 Strategy\SPT-Issues | \9811_0001\data\Strategy\JJDST1\jjd1605.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0803,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - SPT-Opportunities",,"Duderstadt, James J.",,1989-02-22 00:00:00,2015,1989-02-22 00:00:00,SPT-Opportunities | jjd1606.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1989-1990 Strategy\SPT-Opportunities | \9811_0001\data\Strategy\JJDST1\jjd1606.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0804,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Diversity Agenda",,"Duderstadt, James J.",,1990-10-05 00:00:00,2015,1990-10-05 00:00:00,Diversity Agenda | jjd1607.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1990-1991 Strategy\Diversity Agenda | \9811_0001\data\Strategy\JJDST1\jjd1607.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0805,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Diversity Agenda 1.2",,"Duderstadt, James J.",,1990-10-05 00:00:00,2015,1990-10-05 00:00:00,Diversity Agenda 1.2 | jjd1608.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1990-1991 Strategy\Diversity Agenda 1.2 | \9811_0001\data\Strategy\JJDST1\jjd1608.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0806,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Goals and Values",,"Duderstadt, James J.",,1990-10-05 00:00:00,2015,1990-10-05 00:00:00,Goals and Values | jjd1609.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1990-1991 Strategy\Goals and Values | \9811_0001\data\Strategy\JJDST1\jjd1609.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0807,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - OAA Summary   1987-88",,"Duderstadt, James J.",,1990-10-05 00:00:00,2015,1990-10-05 00:00:00,OAA Summary   1987-88 | jjd1610.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1990-1991 Strategy\OAA Summary   1987-88 | \9811_0001\data\Strategy\JJDST1\jjd1610.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0808,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Obj  Pri",,"Duderstadt, James J.",,1990-10-05 00:00:00,2015,1990-10-05 00:00:00,Obj  Pri | jjd1611.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1990-1991 Strategy\Obj  Pri | \9811_0001\data\Strategy\JJDST1\jjd1611.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0809,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Strategic Plan 1.2",,"Duderstadt, James J.",,1990-10-05 00:00:00,2015,1990-10-05 00:00:00,Strategic Plan 1.2 | jjd1612.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1990-1991 Strategy\Strategic Plan 1.2 | \9811_0001\data\Strategy\JJDST1\jjd1612.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0810,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - UG Initiative",,"Duderstadt, James J.",,1990-10-05 00:00:00,2015,1990-10-05 00:00:00,UG Initiative | jjd1613.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1990-1991 Strategy\UG Initiative | \9811_0001\data\Strategy\JJDST1\jjd1613.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0811,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - ASIS Talk",,"Duderstadt, James J.",,1994-05-23 00:00:00,2015,1994-05-23 00:00:00,ASIS Talk | jjd1614.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\ASIS Talk | \9811_0001\data\Strategy\JJDST1\jjd1614.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0812,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - ITIC Groundbreaking",,"Duderstadt, James J.",,1994-04-09 00:00:00,2015,1994-04-09 00:00:00,ITIC Groundbreaking | jjd1615.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\ITIC Groundbreaking | \9811_0001\data\Strategy\JJDST1\jjd1615.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0813,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Kellogg 3",,"Duderstadt, James J.",,1994-09-14 00:00:00,2015,1994-09-14 00:00:00,Kellogg 3 | jjd1616.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\Kellogg 3 | \9811_0001\data\Strategy\JJDST1\jjd1616.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0814,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Stanford Forum",,"Duderstadt, James J.",,1994-12-18 00:00:00,2015,1994-12-18 00:00:00,Stanford Forum | jjd1617.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\Stanford Forum | \9811_0001\data\Strategy\JJDST1\jjd1617.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0815,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Strategic Agenda 1.31",,"Duderstadt, James J.",,1994-07-20 00:00:00,2015,1994-07-20 00:00:00,Strategic Agenda 1.31 | jjd1618.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\Strategic Agenda 1.31 | \9811_0001\data\Strategy\JJDST1\jjd1618.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0816,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Strategic Evolution",,"Duderstadt, James J.",,1994-11-10 00:00:00,2015,1994-11-10 00:00:00,Strategic Evolution | jjd1619.ppt,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\Strategic Evolution | \9811_0001\data\Strategy\JJDST1\jjd1619.ppt",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0817,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Strategic Evolution-Old",,"Duderstadt, James J.",,1994-11-10 00:00:00,2015,1994-11-10 00:00:00,Strategic Evolution-Old | jjd1620.ppt,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\Strategic Evolution-Old | \9811_0001\data\Strategy\JJDST1\jjd1620.ppt",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0818,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Trans Course 2.1",,"Duderstadt, James J.",,1994-02-25 00:00:00,2015,1994-02-25 00:00:00,Trans Course 2.1 | jjd308.ppt,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\Trans Course 2.1 | \9811_0001\data\Ideas\JJDI8\jjd308.ppt",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0819,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Trans Team 2.0",,"Duderstadt, James J.",,1994-05-07 00:00:00,2015,1994-05-07 00:00:00,Trans Team 2.0 | jjd1622.ppt,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\Trans Team 2.0 | \9811_0001\data\Strategy\JJDST1\jjd1622.ppt",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0820,"Digital Documents - University of Michigan Presidency, 1986-1997 - Strategy - 1986-1997 - Transformation Text 1.5",,"Duderstadt, James J.",,1995-07-24 00:00:00,2015,1995-07-24 00:00:00,Transformation Text 1.5 | jjd2187.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Strategy_\1994-1995 Strategy\Transformation Text 1.5 | \9811_0001\data\Write\JJDW8\jjd2187.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
