prefix,title,primary,secondary,number,suffix,fuller form,birth date,death date,auth link,source
,,Heller,Ernest,,,,,,,lcnaf
,,Heller,John R.,,,John Roderick,1905,,http://id.loc.gov/authorities/names/n85074893,lcnaf
,,Heller,Joseph,,,,,,http://id.loc.gov/authorities/names/n79100545,lcnaf
,,Hellman,Lillian,,,,1905,1984,http://id.loc.gov/authorities/names/n78086393,lcnaf
,,Hellyer,Paul Theodore,,,,1923,,http://id.loc.gov/authorities/names/n84066406,lcnaf
,,Helme,James W.,,,,1860,1938,,lcnaf
,,Helmecke,Carl Albert,,,,,,,lcnaf
,,Helmecke,Marie Gertrud,,,,,,,lcnaf
,,Helmer,L. May,,,,,,,lcnaf
,,Helsell,Frank Pritchard,,,,1886,1966,,lcnaf
,,Hemans,Charles Fitch,,,,1896,,,lcnaf
,,Hemans,Lawton T.,,,Lawton Thomas,1864,1916,http://id.loc.gov/authorities/names/nr88002528,lcnaf
,,Hemingway,Ernest,,,,1899,1961,http://id.loc.gov/authorities/names/n78078534,lcnaf
,,Hempl,George,,,,1859,1921,,lcnaf
,,Henderson,C. Hanford,,,Charles Hanford,1861,1941,http://id.loc.gov/authorities/names/n2001062102,lcnaf
,,Henderson,Charles B,,,,,,,lcnaf
,,Henderson,David Bremner,,,,1840,1906,http://id.loc.gov/authorities/names/n88218777,lcnaf
,,Henderson,Erma,,,,1917,,http://id.loc.gov/authorities/names/n2005025788,lcnaf
,,Henderson,John W.,,,John Woodworth,1916,,,lcnaf
,,Henderson,Leon,,,,1895,1986,http://id.loc.gov/authorities/names/n87836169,lcnaf
,,Henderson,Robert,,,,,,,lcnaf
,,Henderson,William D.,,,,1866,,http://id.loc.gov/authorities/names/n87108037,lcnaf
,,Henderson,Yandell,,,,1873,1944,http://id.loc.gov/authorities/names/no97032170,lcnaf
,,Heney,M. Alice,,,,1867,1941,,lcnaf
,,Henkelman,William,,,,1894,,,lcnaf
,,Hennacy,Ammon,,,,1893,1970,http://id.loc.gov/authorities/names/n90721773,lcnaf
,,Henry,Carl F. H.,,,Carl Ferdinand Howard,1913,2003,http://id.loc.gov/authorities/names/n79062840,lcnaf
,,Henry,Joseph,,,,1797,1878,http://id.loc.gov/authorities/names/n79023046,lcnaf
,,Henry,Milton,,,,,,,lcnaf
,,Henselt,Adolf von,,,,1814,1889,http://id.loc.gov/authorities/names/n84012245,lcnaf
,,Hentoff,Nat,,,,,,http://id.loc.gov/authorities/names/n50000219,lcnaf
,,Herbert,J. Joseph,,,,1894,1956,http://id.loc.gov/authorities/names/no2008189963,lcnaf
,,Herbert,Victor,,,,1859,1924,http://id.loc.gov/authorities/names/n79105792,lcnaf
,,Herbst,Hartwig Heinrich,,,,1861,1929,,lcnaf
,,Herbst,William,,,,,,,lcnaf
,,Herdman,Nan,,,,,,,lcnaf
,,Herdman,William James,,,,1848,1906,http://id.loc.gov/authorities/names/n2012186684,lcnaf
,,Herford,Brooke,,,,1830,1903,http://id.loc.gov/authorities/names/no93025320,lcnaf
,,Herlong,Albert Sydney,,,,1909,1995,http://id.loc.gov/authorities/names/n85336714,lcnaf
,,Hermann,Emil,,,,,,,lcnaf
,,Herold,J. Downs,,,,,,http://id.loc.gov/authorities/names/n91008599,lcnaf
,,Herrick,C. Judson,,,Charles Judson,1868,1960,http://id.loc.gov/authorities/names/n85807883,lcnaf
,,Herrick,C. L.,,,Clarence Luther,1858,1904,http://id.loc.gov/authorities/names/n79069754,lcnaf
,,Herrick,Cheesman Abiah,,,,1866,1956,http://id.loc.gov/authorities/names/nr92031135,lcnaf
,,Herrick,Francis Hobart,,,,1858,1940,http://id.loc.gov/authorities/names/no2004028708,lcnaf
,,Herring,Clyde L.,,,Clyde LaVerne,1879,1945,http://id.loc.gov/authorities/names/n85173290,lcnaf
,,Herron,George Davis,,,,1862,1925,http://id.loc.gov/authorities/names/n50036901,lcnaf
,,Hersey,John,,,,1914,1993,http://id.loc.gov/authorities/names/n79054652,lcnaf
,,Hersey,Mark Leslie,,,,1863,1934,http://id.loc.gov/authorities/names/no2009178591,lcnaf
,,Hershey,Amos Shartle,,,,1867,1933,http://id.loc.gov/authorities/names/n88002824,lcnaf
,,Hershey,Lewis Blaine,,,,1893,1977,http://id.loc.gov/authorities/names/n84027682,lcnaf
,,Hershey,Sharon,,,,,,,lcnaf
,,Hersholt,Jean,,,,1886,1956,http://id.loc.gov/authorities/names/n80017914,lcnaf
,,Herstein,Lillian,,,,,,,lcnaf
,,Hertel,Curtis,,,,,,,lcnaf
,,Herter,Christian Archibald,,,,1895,1966,http://id.loc.gov/authorities/names/n85156964,lcnaf
,,Herz,Alice,,,,,,,lcnaf
,,Herz,Helga,,,,,,,lcnaf
,,Herzberg,Gerhard,,,,1904,1999,http://id.loc.gov/authorities/names/n85801693,lcnaf
,,Hess,F,,,,,,,lcnaf
,,Hester,Evett D,,,,,,,lcnaf
,,Heston,Charlton,,,,,,http://id.loc.gov/authorities/names/n50033841,lcnaf
,,Heusel,Ted,,,,,,,lcnaf
,,Hevesy,Georg von,,,,1885,1966,http://id.loc.gov/authorities/names/n82024885,lcnaf
,,Hewitt,Charles Henry,,,,1900,,,lcnaf
,,Heyerdahl,Thor,,,,,,http://id.loc.gov/authorities/names/n79022279,lcnaf
,,Heymann,Lida Gustava,,,,1868,1943,http://id.loc.gov/authorities/names/n90689516,lcnaf
,,Heyns,Roger W.,,,Roger William,1918,1995,http://id.loc.gov/authorities/names/no99002180,lcnaf
,,Heyward,DuBose,,,,1885,1940,http://id.loc.gov/authorities/names/n50041800,lcnaf
,,Hibbard,James,,,,,,,lcnaf
,,Hibbert,Lydia,,,,,,,lcnaf
,,Hickenlooper,Bourke B.,,,Bourke Blakemore,1896,1971,http://id.loc.gov/authorities/names/n86034258,lcnaf
,,Hickey,Edward J.,,,Edward John,1893,,,lcnaf
,,Hickman,John E.,,,,1823,1898,,lcnaf
,,Hickok,Mildred,,,,,,,lcnaf
,,Hicks,Granville,,,,1901,1982,http://id.loc.gov/authorities/names/n50035079,lcnaf
,,Hicks,Louis V,,,,,,,lcnaf
,,Hicks,Stewart F,,,,,,,lcnaf
,,Hicks,W. J. Bryan,,,,,,,lcnaf
,,Hicks,Welmer K.,,,,1909,,,lcnaf
,,Hierholzer,Lynn,,,,,,,lcnaf
,,Higginbotham,William E,,,,,,,lcnaf
,,Higgins,Anthony,,,,1840,1912,http://id.loc.gov/authorities/names/n88661781,lcnaf
,,Higgins,Sylvester W,,,,,,http://id.loc.gov/authorities/names/nr92027018,lcnaf
,,Higginson,Francis John,,,,1804,1872,,lcnaf
,,Higginson,Mary Potter Thacher,,,,1844,1941,http://id.loc.gov/authorities/names/n50034599,lcnaf
,,Higginson,Thomas Wentworth,,,,1823,1911,http://id.loc.gov/authorities/names/n50034600,lcnaf
,,High,James L.,,,James Lambert,1844,1898,http://id.loc.gov/authorities/names/n86819433,lcnaf
,,Hilberry,Clarence Beverly,,,,1902,,,lcnaf
,,Hilbert,Morton S,,,,,,,lcnaf
,,Hilbish,Thomas,,,,,,,lcnaf
,,Hildebrandi,Herbert W,,,,,,,lcnaf
,,Hildebrandt,Herbert W,,,,,,,lcnaf
,,Hildebrandt,Martha,,,,,,http://id.loc.gov/authorities/names/n87813509,lcnaf
,,Hildebrandt,Paul,,,,,,http://id.loc.gov/authorities/names/n86872518,lcnaf
,,Hildebrandt,Theophil Henry,,,,1888,,http://id.loc.gov/authorities/names/n87823944,lcnaf
,,Hill,Albert Ross,,,,1847,1909,,lcnaf
,,Hill,Arthur,,,,1847,1909,,lcnaf
,,Hill,Charles A.,,,Charles Andrew,1893,1970,,lcnaf
,,Hill,David Jayne,,,,1850,1932,http://id.loc.gov/authorities/names/n86012023,lcnaf
,,Hill,Frances M.,,,,1807,1884,,lcnaf
,,Hill,George D,,,,,,,lcnaf
,,Hill,George D.,,,,1820,1881,,lcnaf
,,Hill,Georgia,,,,,,,lcnaf
,,Hill,Harriet Raab,,,,,,,lcnaf
,,Hill,Helen,,,,1915,,http://id.loc.gov/authorities/names/n80034971,lcnaf
,,Hill,Joe,,,,1879,1915,http://id.loc.gov/authorities/names/n83153066,lcnaf
,,Hill,Lister,,,,1894,1984,http://id.loc.gov/authorities/names/n85363721,lcnaf
,,Hill,Mary,,,,,,,lcnaf
,,Hill,Merrick,,,,,,,lcnaf
,,Hill,Norman Hingston,,,,1887,1971,,lcnaf
,,Hill,Norman Llewellyn,,,,1895,,http://id.loc.gov/authorities/names/no96052829,lcnaf
,,Hill,Robert Thomas,,,,1858,1941,http://id.loc.gov/authorities/names/n86871909,lcnaf
,,Hillegonds,Paul C.,,,,1949,,,lcnaf
,,Hilliard,William Alexander,,,,1904,,,lcnaf
,,Hillman,Sidney,,,,1887,1946,http://id.loc.gov/authorities/names/n91003443,lcnaf
,,Hiltner,W. A.,,,William Albert,1914,,http://id.loc.gov/authorities/names/n85802523,lcnaf
,,Hilton,Conrad N.,,,Conrad Nicholson,1887,1979,http://id.loc.gov/authorities/names/n85299089,lcnaf
,,Hinsdale,Albert,,,,1809,1882,,lcnaf
,,Hinsdale,B. A.,,,Burke Aaron,1837,1900,http://id.loc.gov/authorities/names/n50034941,lcnaf
,,Hinsdale,Ellen Clarinda,,,,1864,1958,,lcnaf
,,Hinsdale,Mary L,,,,,,http://id.loc.gov/authorities/names/n89661076,lcnaf
,,Hinsdale,Mary Turner,,,,,,,lcnaf
,,Hinsdale,Mildred,,,,1871,1971,,lcnaf
,,Hinsdale,W. B.,,,Wilbert B.,1851,1944,http://id.loc.gov/authorities/names/n84012363,lcnaf
,,Hinshaw,Virgil G.,,,Virgil Goodman,1876,1952,,lcnaf
,,,Hippocrates,,,,,,,lcnaf
,,Hiss,Alger,,,,,,http://id.loc.gov/authorities/names/n79059600,lcnaf
,,Hitchcock,Charles H.,,,Charles Henry,1836,1919,http://id.loc.gov/authorities/names/n87810838,lcnaf
,,Hitchcock,Ethan Allen,,,,1835,1909,http://id.loc.gov/authorities/names/no2007120491,lcnaf
,,Hitchcock,Frank H.,,,Frank Harris,1867,1935,http://id.loc.gov/authorities/names/n84034811,lcnaf
,,Hitchcock,Gilbert M.,,,Gilbert Monell,1859,1934,http://id.loc.gov/authorities/names/n89103708,lcnaf
,,Hitchcock,Henry,,,,1829,1902,http://id.loc.gov/authorities/names/n87856685,lcnaf
,,Hoad,William Christian,,,,1874,1962,,lcnaf
,,Hoag,Gerald H,,,,,,,lcnaf
,,Hoar,George Frisbie,,,,1826,1904,http://id.loc.gov/authorities/names/n81026563,lcnaf
,,Hoard,W. D.,,,William Dempster,1836,1918,http://id.loc.gov/authorities/names/n85007838,lcnaf
,,Hobbs,William Herbert,,,,1864,1952,http://id.loc.gov/authorities/names/n86869592,lcnaf
,,Hobby,Oveta Culp,,,,1905,1995,http://id.loc.gov/authorities/names/n87837276,lcnaf
,,Hocking,William Ernest,,,,1873,1966,http://id.loc.gov/authorities/names/n50034616,lcnaf
,,Hodder,Frank Heywood,,,,1860,1935,http://id.loc.gov/authorities/names/n86802926,lcnaf
,,Hodesh,Mark,,,,,,http://id.loc.gov/authorities/names/n94059498,lcnaf
,,Hodge,Gerald P,,,,,,,lcnaf
,,Hodge,Max,,,,,,,lcnaf
,,Hodges,Fred Jenner,,,,1895,,http://id.loc.gov/authorities/names/n87859448,lcnaf
,,Hodges,Luther Hartwell,,,,1898,1974,http://id.loc.gov/authorities/names/n86149171,lcnaf
,,Hodges,Nan Powell,,,,,,http://id.loc.gov/authorities/names/n90713564,lcnaf
,,Hodgkin,Henry Theodore,,,,1877,1933,http://id.loc.gov/authorities/names/n80044964,lcnaf
,,Hodkinson,Sydney,,,,,,http://id.loc.gov/authorities/names/n80149470,lcnaf
,,Hoeft,Albert,,,,,,,lcnaf
,,Hoey,Clyde Roark,,,,1877,1954,http://id.loc.gov/authorities/names/n85265682,lcnaf
,,Hoff,Nelville Soule,,,,1854,1926,,lcnaf
,,Hoff,Syd,,,,1912,2004,http://id.loc.gov/authorities/names/n78086441,lcnaf
,,Hoffa,James R.,,,James Riddle,1913,,http://id.loc.gov/authorities/names/n50031280,lcnaf
,,Hoffius,Cornelius,,,,1881,1943,,lcnaf
,,Hoffius,Stuart,,,,1914,,,lcnaf
,,Hoffman,Abbie,,,,,,http://id.loc.gov/authorities/names/n80065585,lcnaf
,,Hoffman,Clare Eugene,,,,1875,1967,,lcnaf
,,Hoffman,Ellen,,,,,,,lcnaf
,,Hoffman,H. L,,,,,,http://id.loc.gov/authorities/names/no99027580,lcnaf
,,Hoffman,L. Wallace,,,,,,,lcnaf
,,Hoffman,Paul G.,,,Paul Gray,1891,1974,http://id.loc.gov/authorities/names/n85091829,lcnaf
,,Hoffman,Peter,,,,,,,lcnaf
,,Hoffmaster,Percy James,,,,1892,,,lcnaf
,,Hogan,Henry M,,,,,,,lcnaf
,,Holbrook,Evans,,,,1875,1932,http://id.loc.gov/authorities/names/no00079856,lcnaf
,,Holbrook,Florence,,,,1860,1932,http://id.loc.gov/authorities/names/n2002025723,lcnaf
,,Holbrook,Robert S,,,,,,http://id.loc.gov/authorities/names/no2005084920,lcnaf
,,Holbrook,Sabra,,,,,,http://id.loc.gov/authorities/names/n79122446,lcnaf
,,Holbrook,Stewart Hall,,,,1893,1964,http://id.loc.gov/authorities/names/n79068384,lcnaf
,,Holcomb,Paul,,,,,,,lcnaf
,,Holcombe,Arthur N.,,,Arthur Norman,1884,1977,http://id.loc.gov/authorities/names/n50042235,lcnaf
,,Holden,Ebenezer G. D.,,,,1845,1912,,lcnaf
,,Holdridge,Herbert C,,,,,,,lcnaf
,,Holforty,Clifford W,,,,,,,lcnaf
,,Holland,Jeep,,,,1943,1998,,lcnaf
,,Holland,Spessard L.,,,Spessard Lindsey,1892,1971,http://id.loc.gov/authorities/names/n85336717,lcnaf
,,Hollander,Jacob Harry,,,,1871,1940,http://id.loc.gov/authorities/names/n50035247,lcnaf
,,Hollenshead,Carol,,,,,,http://id.loc.gov/authorities/names/n78032058,lcnaf
,,Holley,James,,,,,,,lcnaf
,,Hollingsworth,Peggie J,,,,,,http://id.loc.gov/authorities/names/n95045069,lcnaf
,,Hollinshead,Kenneth J,,,,,,,lcnaf
,,Hollister,Emily Jane Green,,,,1839,1918,http://id.loc.gov/authorities/names/n94803146,lcnaf
,,Hollister,Mary Chamberlin,,,,,,,lcnaf
,,Hollister,Richard Dennis Teall,,,,1878,,http://id.loc.gov/authorities/names/n94803148,lcnaf
,,Holman,Charles F,,,,,,,lcnaf
,,Holmes,Blanche R,,,,,,,lcnaf
,,Holmes,Burton,,,,1870,,,lcnaf
,,Holmes,Harry,,,,,,,lcnaf
,,Holmes,John Haynes,,,,1879,1964,http://id.loc.gov/authorities/names/n80051345,lcnaf
,,Holmes,Oliver Wendell,,,,1809,1894,http://id.loc.gov/authorities/names/n80032729,lcnaf
,,Holmes,Oliver Wendell,,,,1841,1935,http://id.loc.gov/authorities/names/n79054782,lcnaf
,,Holmes,Robert Bradford,,,,,,,lcnaf
,,Holmes,Roy Hinman,,,,1882,1949,,lcnaf
,,Holmes,Susie,,,,,,,lcnaf
,,Holmes,William Henry,,,,1846,1933,http://id.loc.gov/authorities/names/n82130691,lcnaf
,,Holquist,David J,,,,,,,lcnaf
,,Holsaple,R. N,,,,,,,lcnaf
,,Holst,Gustav,,,,1874,1934,http://id.loc.gov/authorities/names/n79110487,lcnaf
,,Holt,Hamilton,,,,1872,1951,http://id.loc.gov/authorities/names/n90616630,lcnaf
,,Holt,Henry,,,,1840,1926,http://id.loc.gov/authorities/names/n86012052,lcnaf
,,Holtwick,Enoch A.,,,,1880,1972,,lcnaf
,,Holtzoff,Alexander,,,,1886,1969,http://id.loc.gov/authorities/names/n87841676,lcnaf
,,Holz,Emil Aaron,,,,,,http://id.loc.gov/authorities/names/no93011249,lcnaf
,,Homs,Pablo,,,,,,,lcnaf
,,Honey,Edward M,,,,,,,lcnaf
,,Honigschmid,Otto,,,,,,,lcnaf
,,Hoobler,Icie Gertrude Macy,,,,1892,,http://id.loc.gov/authorities/names/n82163936,lcnaf
,,Hook,Frank Eugene,,,,1893,1982,http://id.loc.gov/authorities/names/n2005064860,lcnaf
,,Hooker,Blanche Ferry,,,,,,,lcnaf
,,Hooker,Donald Russell,,,,1876,1946,,lcnaf
,,Hooks,Benjamin L.,,,Benjamin Lawson,1925,2010,http://id.loc.gov/authorities/names/n93008751,lcnaf
,,Hooper,Joseph Lawrence,,,,1877,1934,http://id.loc.gov/authorities/names/no2008029078,lcnaf
,,Hooper,Warren G,,,,,,,lcnaf
,,Hooton,Caradine Ray,,,,1895,,,lcnaf
,,Hoover,Herbert,,,,1874,1964,http://id.loc.gov/authorities/names/n79021421,lcnaf
,,Hoover,J. Edgar,,,John Edgar,1895,1972,http://id.loc.gov/authorities/names/n79077374,lcnaf
,,Hopkins,Albert J.,,,Albert Jarvis,1846,1922,http://id.loc.gov/authorities/names/no95032798,lcnaf
,,Hopkins,Charles Clark,,,,1849,,,lcnaf
,,Hopkins,Enos,,,,1821,1896,,lcnaf
,,Hopkins,Ernest Martin,,,,1877,1964,http://id.loc.gov/authorities/names/n89628593,lcnaf
,,Hopkins,Harry L.,,,Harry Lloyd,1890,1946,http://id.loc.gov/authorities/names/n50028471,lcnaf
,,Hopkins,Harry Lloyd,,,,1890,1946,http://id.loc.gov/authorities/names/n50028471,lcnaf
,,Hopkins,Louis Allen,,,,,,http://id.loc.gov/authorities/names/n85808770,lcnaf
,,Hopkins,Samuel W.,,,,1845,,,lcnaf
,,Hopper,George C,,,,,,,lcnaf
,,Hopper,Hedda,,,,1890,1966,http://id.loc.gov/authorities/names/n85151608,lcnaf
,,Hopwood,Avery,,,,1882,1928,http://id.loc.gov/authorities/names/n79125874,lcnaf
,,Hornaday,William Temple,,,,1854,1937,http://id.loc.gov/authorities/names/n50028512,lcnaf
,,Hornbeck,Stanley Kuhl,,,,1883,1966,http://id.loc.gov/authorities/names/n81081857,lcnaf
,,Hornberger,Theodore,,,,1906,1975,http://id.loc.gov/authorities/names/n79066766,lcnaf
,,Hornbostel,Earl,,,,1915,2001,,lcnaf
,,Horsford,M. C. Mrs.,,,,,1859,,lcnaf
,,Horsky,Charles Antone,,,,,,,lcnaf
,,Horton,Bryson Dexter,,,,1871,1945,,lcnaf
,,Horton,George B,,,,,,,lcnaf
,,Horton,Willie,,,,1942,,http://id.loc.gov/authorities/names/n2001088056,lcnaf
,,Horvath,William J.,,,,1917,,http://id.loc.gov/authorities/names/no2004107411,lcnaf
,,Hosmer,Craig,,,,1915,1982,http://id.loc.gov/authorities/names/no2013094911,lcnaf
,,Hosmer,Ralph Sheldon,,,,1874,1963,http://id.loc.gov/authorities/names/no2002060135,lcnaf
,,Host,Margaret,,,,,,,lcnaf
,,Hotzoff,Alexander,,,,,,,lcnaf
,,Hough,Emerson,,,,1857,1923,http://id.loc.gov/authorities/names/n50029243,lcnaf
,,Houghton,Douglass,,,,1809,1845,http://id.loc.gov/authorities/names/nr92024162,lcnaf
,,Houghton,Jacob,,,,1827,1903,http://id.loc.gov/authorities/names/nr2002044884,lcnaf
,,Hourani,George Fadlo,,,,,,,lcnaf
,,House,Edward Mandell,,,,1858,1938,http://id.loc.gov/authorities/names/n80015582,lcnaf
,,House,James S.,,,,1944,,http://id.loc.gov/authorities/names/n80114940,lcnaf
,,Housel,William S.,,,,1901,,,lcnaf
,,Housel,William Stuart,,,,1901,,,lcnaf
,,Houseman,John,,,,,,,lcnaf
,,Hovde,Frederick L.,,,,1908,1983,http://id.loc.gov/authorities/names/n80101202,lcnaf
,,Howard,Catherine,,,,,,,lcnaf
,,Howard,Henry,,,,1833,1894,,lcnaf
,,Howard,Jacob Merritt,,,,1805,1871,http://id.loc.gov/authorities/names/n85337407,lcnaf
,,Howard,Martin,,,,,,,lcnaf
,,Howard,Roy Wilson,,,,1883,1964,http://id.loc.gov/authorities/names/n86070559,lcnaf
,,Howard,William Alanson,,,,1813,1880,http://id.loc.gov/authorities/names/nr93009208,lcnaf
,,Howe,A. A. DeWolfe,,,,,,,lcnaf
,,Howe,Frederic Clemson,,,,1867,1940,http://id.loc.gov/authorities/names/n50029076,lcnaf
,,Howe,Gordie,,,,1928,,http://id.loc.gov/authorities/names/n50029079,lcnaf
,,Howe,Julia Ward,,,,1819,1910,http://id.loc.gov/authorities/names/n50029084,lcnaf
,,Howe,Louis McHenry,,,,1871,1936,http://id.loc.gov/authorities/names/n89118383,lcnaf
,,Howe,Robert Milton,,,,1925,,http://id.loc.gov/authorities/names/no2014078228,lcnaf
,,Howell,Charles S.,,,,,1903,,lcnaf
,,Howell,Chester M.,,,,1883,1965,,lcnaf
,,Howell,Jane,,,,,,,lcnaf
,,Howell,Seymour,,,,1841,1909,,lcnaf
,,Howell,William Henry,,,,1860,1945,http://id.loc.gov/authorities/names/n82017333,lcnaf
,,Howells,John Mead,,,,1868,1959,http://id.loc.gov/authorities/names/n88072926,lcnaf
,,Howells,William Dean,,,,1837,1920,http://id.loc.gov/authorities/names/n80002569,lcnaf
,,Howes,Alan B,,,,,,http://id.loc.gov/authorities/names/n50028559,lcnaf
,,Howland,William,,,,,,,lcnaf
,,Hoxie,Robert Franklin,,,,1868,1916,http://id.loc.gov/authorities/names/no99017678,lcnaf
,,Hoyt,Anna,,,,,,,lcnaf
,,Hubbard,Bela,,,,1814,1896,,lcnaf
,,Hubbard,Bela,,,,1814,1896,http://id.loc.gov/authorities/names/n83196231,lcnaf
,,Hubbard,E. W,,,,,,,lcnaf
,,Hubbard,Edward K,,,,,,,lcnaf
,,Hubbard,Elbert,,,,1856,1915,http://id.loc.gov/authorities/names/n81090312,lcnaf
,,Hubbard,Fred S,,,,,,,lcnaf
,,Hubbard,Gurdon Saltonstall,,,,1802,1886,http://id.loc.gov/authorities/names/n82001155,lcnaf
,,Hubbard,Lucius L.,,,Lucius Lee,1849,1933,http://id.loc.gov/authorities/names/nr97041173,lcnaf
,,Hubbard,Orville Liscum,,,,1903,1982,http://id.loc.gov/authorities/names/n88286693,lcnaf
,,Hubbard,William N,,,,,,,lcnaf
,,Hubbard,William Neill,,,,1919,,,lcnaf
,,Hubbell,Clarence,,,,1870,1950,,lcnaf
,,Hubbell,Grace Griffin,,,,,,,lcnaf
,,Hubbell,Theodore H,,,,,,,lcnaf
,,Hubbell,Theodore Huntington,,,,1897,1989,http://id.loc.gov/authorities/names/no00039433,lcnaf
,,Hubbell,Theodore,,,,1897,1989,http://id.loc.gov/authorities/names/no00039433,lcnaf
,,Hubbell,Winifred,,,,,,,lcnaf
,,Hubbs,Carl L.,,,Carl Leavitt,1894,1979,http://id.loc.gov/authorities/names/n79103735,lcnaf
,,Hubel,R. W,,,,,,,lcnaf
,,Huber,Gotthelf Carl,,,,1865,1934,,lcnaf
,,Huber,Lucy Parker,,,,,,,lcnaf
,,Hucker,Charles O,,,,,,,lcnaf
,,Huckle,Thomas O.,,,,1881,,,lcnaf
,,Huddleston,Eugene L.,,,,1931,,,lcnaf
,,Hudson,Charles B,,,,,,,lcnaf
,,Hudson,Grant Martin,,,,1868,1955,http://id.loc.gov/authorities/names/no2008029408,lcnaf
,,Hudson,Joseph L.,,,Joseph Lowthian,1931,,,lcnaf
,,Hudson,Joseph Lowthian,,,,1846,1912,http://id.loc.gov/authorities/names/no2008186678,lcnaf
,,Hudson,Manley O.,,,Manley Ottmer,1886,1960,http://id.loc.gov/authorities/names/n50033171,lcnaf
,,Hudson,Richard,,,,1845,1915,http://id.loc.gov/authorities/names/n85221105,lcnaf
,,Huebner,George J.,,,,1910,,,lcnaf
,,Huebner,Gertrude,,,,1915,,,lcnaf
,,Huebsch,B. W.,,,Benjamin W.,1876,1964,http://id.loc.gov/authorities/names/n88027723,lcnaf
,,Huene,Friederich R. Freiherr von,,,,1875,,,lcnaf
,,Hufana,Alejandrino G,,,,,,http://id.loc.gov/authorities/names/n83043022,lcnaf
,,Huffman,Horace M,,,,,,,lcnaf
,,Hughes,Arthur,,,,,,,lcnaf
,,Hughes,Charles Evans,,,,1862,1948,http://id.loc.gov/authorities/names/n79006704,lcnaf
,,Hughes,Howard,,,,1905,1976,http://id.loc.gov/authorities/names/n79043370,lcnaf
,,Hughes,Langston,,,,1902,1967,http://id.loc.gov/authorities/names/n80014956,lcnaf
,,Hughes,Percy,,,,1872,1952,,lcnaf
,,Hughes,Richard J.,,,Richard Joseph,1909,1992,http://id.loc.gov/authorities/names/n78040085,lcnaf
,,Hughes,Rupert,,,,1872,1956,http://id.loc.gov/authorities/names/n86012047,lcnaf
,,Hughes,Sarah T.,,,Sarah Tilghman,1896,1985,http://id.loc.gov/authorities/names/n2004091402,lcnaf
,,Hughes,Talmadge Coates,,,,1887,1963,,lcnaf
,,Hughes,Thomas Welburn,,,,1858,1907,,lcnaf
,,Hulbert,Henry Schoolcraft,,,,1869,1959,,lcnaf
,,Hulcher,Wendell E.,,,Wendell Ellsworth,1922,1999,,lcnaf
,,Hulcher,Wendell Elsworth,,,,1922,,,lcnaf
,,Hull,Charles Henry,,,,1864,,,lcnaf
,,Hull,Clark Leonard,,,,1884,1952,http://id.loc.gov/authorities/names/n50034374,lcnaf
,,Hull,Cordell,,,,1871,1955,http://id.loc.gov/authorities/names/n86012032,lcnaf
,,Hull,Isaac,,,,1773,1843,http://id.loc.gov/authorities/names/n85018368,lcnaf
,,Hull,Ivan E.,,,,1894,,,lcnaf
,,Hull,William,,,,1753,1825,http://id.loc.gov/authorities/names/n85305941,lcnaf
,,Hulst,Cornelia Steketee,,,,,,,lcnaf
,,Hulst,Cornelia Steketee,,,,1865,1957,http://id.loc.gov/authorities/names/no2005054369,lcnaf
,,Hultquist,Donald E,,,,,,,lcnaf
,,Humphrey,George M.,,,George Magoffin,1890,,,lcnaf
,,Humphrey,Hubert H.,,,Hubert Horatio,1911,1978,http://id.loc.gov/authorities/names/n79026910,lcnaf
,,Humphrey,Hubert,,,Hubert Horatio,1911,1978,http://id.loc.gov/authorities/names/n79026910,lcnaf
,,Humphrey,Hugh,,,,,,http://id.loc.gov/authorities/names/n81121660,lcnaf
,,Humphrey,Norman Daymond,,,,,,http://id.loc.gov/authorities/names/no2003033195,lcnaf
,,Humphrey,Watts S,,,,,,,lcnaf
,,Humphreys,R. A.,,,Robert Arthur,1907,1999,http://id.loc.gov/authorities/names/n81021902,lcnaf
,,Humphreys,William,,,,1907,,,lcnaf
,,Hunnawill,Dorothy,,,,,,,lcnaf
,,Hunsaker,Walter Jerome,,,,1857,1939,,lcnaf
,,Hunt,Alma,,,,1909,,,lcnaf
,,Hunt,H. L,,,,,,,lcnaf
,,Hunt,James B.,,,,1799,1857,http://id.loc.gov/authorities/names/no2008077894,lcnaf
,,Hunt,Jean Lee,,,,,,http://id.loc.gov/authorities/names/no2008153778,lcnaf
,,Hunt,Lester Callaway,,,,1892,1954,,lcnaf
,,Hunt,Mary,,,,,,,lcnaf
,,Hunt,Richard,,,,1935,,http://id.loc.gov/authorities/names/n91051257,lcnaf
,,Hunt,Roy Arthur,,,,1881,1966,http://id.loc.gov/authorities/names/n93017929,lcnaf
,,Hunt,Washington,,,,1811,1867,http://id.loc.gov/authorities/names/n85809079,lcnaf
,,Hunter,Edward,,,,1902,1978,http://id.loc.gov/authorities/names/n81040593,lcnaf
,,Hunter,Larry,,,,,,,lcnaf
,,Hunter,Nelly Nellis,,,,,,,lcnaf
,,Hunter,Ruth McCullough,,,,,,,lcnaf
,,Hunter,Woodrow Wilson,,,,1913,,http://id.loc.gov/authorities/names/n79026780,lcnaf
,,Hunting,Joseph,,,,,,,lcnaf
,,Huntington,E. V.,,,Edward Vermilye,1874,1952,http://id.loc.gov/authorities/names/n85800958,lcnaf
,,Hurja,Emil,,,,1892,,,lcnaf
