alumID,degree,startyr,endyr,field,type,schoolID
629,AB,1917,1921,,undergraduate,68
630,BL,1890,1894,,undergraduate,68
631,,1906,1908,,undergraduate,68
632,AB,1894,1898,Ed,undergraduate,68
633,AB,1907,1911,Ed,undergraduate,68
634,M.D.,,1898,Med,undergraduate,68
635,AB,1911,1915,Ed,undergraduate,68
636,AB,1903,1907,Ed,undergraduate,68
637,,1891,1892,,undergraduate,68
638,AB,1915,1919,Ed,undergraduate,68
639,AB,1886,1890,Ed,undergraduate,68
640,M.D.,,1891,Med,undergraduate,68
642,,1909,1910,Ed,undergraduate,68
643,AB,1912,1916,Social Work,undergraduate,68
644,M.D.,,1896,,undergraduate,68
645,,1917,1921,,undergraduate,68
646,AB,1914,1918,Ed,undergraduate,68
647,,1904,1905,"Music, Lit.",undergraduate,68
648,AB,1885,1889,,undergraduate,68
649,,1901,1902,,undergraduate,68
650,BA,1906,1910,,undergraduate,68
651,BA,1917,1921,,undergraduate,68
652,,1895,1897,,undergraduate,68
653,,1915,1917,,undergraduate,68
654,,1915,1916,,undergraduate,68
655,BA,1918,1922,,undergraduate,68
656,AB,1916,1920,,undergraduate,68
657,BA,1912,1916,Ed,undergraduate,68
658,BA,1909,1913,Ed,undergraduate,68
662,AB,1917,1921,Ed,undergraduate,68
663,AB,1910,1914,Ed,undergraduate,68
661,AB,1896,1900,Ed,undergraduate,68
665,,1919,1920,,undergraduate,68
666,,1917,1920,,undergraduate,68
668,,1888,1889,,undergraduate,68
751,BA,1905,1909,Mod. Lang.,undergraduate,68
670,AB,1917,1921,Ed,undergraduate,68
672,,1907,1908,,undergraduate,68
673,LSA,1903,1905,,undergraduate,68
674,,1891,1893,,undergraduate,68
675,BA,1908,1912,Ed,undergraduate,68
676,AB,1882,1886,Ed,undergraduate,68
677,AB,0,1919,,undergraduate,68
678,,1913,1914,,undergraduate,68
679,AB,1916,1920,Ed,undergraduate,68
680,AB,1911,1915,Ed,undergraduate,68
681,,1904,1905,,undergraduate,68
682,,1903,1904,,undergraduate,68
683,AB,1915,1919,,undergraduate,68
684,,1891,1892,,undergraduate,68
685,,1886,1888,,undergraduate,68
686,,1920,1921,,undergraduate,68
687,,1889,1890,,undergraduate,68
688,AB,1916,1920,,undergraduate,68
689,AB,1915,1919,English,undergraduate,68
690,AB,1907,1911,Hist.,undergraduate,68
691,,1906,1907,,undergraduate,68
692,AB,1898,1902,,undergraduate,68
693,AB,1917,1921,,undergraduate,68
694,AB,1909,1913,Math,undergraduate,68
695,BA,1917,1921,,undergraduate,68
696,AB,1905,1909,,undergraduate,68
697,BA,,1922,,undergraduate,68
698,DDS,,1914,Dent-,undergraduate,68
699,BLS,1897,1899,Lib.Science,undergraduate,68
700,,1885,1886,Med,undergraduate,68
701,BA,1917,1921,,undergraduate,68
702,,1882,1885,,undergraduate,68
703,BA,1919,1923,,undergraduate,68
714,AB,1919,1923,,undergraduate,68
718,,1887,1889,,undergraduate,68
722,,1888,1889,Lib.Sci.,undergraduate,68
704,AB,1918,1922,,undergraduate,68
705,AB,1916,1920,Biology,undergraduate,68
706,AB,1887,1891,,undergraduate,68
707,AB,1907,1911,,undergraduate,68
708,Yes,,1908,,undergraduate,68
709,,1894,1897,Ed,undergraduate,68
710,AB,1898,1902,,undergraduate,68
711,AB,1915,1919,,undergraduate,68
712,AB,1918,1922,,undergraduate,68
713,AB,1918,1920,,undergraduate,68
715,AB,1911,1915,,undergraduate,68
716,,1917,1918,,undergraduate,68
717,AB,1915,1919,,undergraduate,68
720,,1904,1905,,undergraduate,68
721,BS,1896,1900,,undergraduate,68
723,BA,1884,1885,Ed,undergraduate,68
724,BA,1908,1912,Engl.,undergraduate,68
725,BA,1917,1921,,undergraduate,68
728,BA,1911,1915,,undergraduate,68
729,DDS,,1920,Dent,undergraduate,68
730,AB,1907,1911,Ed,undergraduate,68
731,LLB,,1904,Law,undergraduate,68
732,AB,1916,1920,Ed,undergraduate,68
733,AB,1907,1911,Biology,undergraduate,68
734,,1892,1893,,undergraduate,68
735,BA,1907,1911,English,undergraduate,68
736,,1894,1896,,undergraduate,68
738,,1918,1921,,undergraduate,68
739,BA,1916,1920,,undergraduate,68
756,,1898,1899,Ed,undergraduate,68
772,AB,1919,1923,,undergraduate,68
740,BA,,1907,,undergraduate,68
741,BA,,1923,,undergraduate,68
742,AB,1914,1918,English,undergraduate,68
743,AB,1917,1921,Ed,undergraduate,68
744,M.D.,,1878,Med,undergraduate,68
745,,1889,1890,,undergraduate,68
746,,1895,1896,Ed,undergraduate,68
747,,1893,1894,,undergraduate,68
748,,1917,1918,,undergraduate,68
749,AB,1914,1918,Ed,undergraduate,68
750,AB,1908,1912,,undergraduate,68
752,AB,1889,1893,,undergraduate,68
753,AB,1889,1893,Ed,undergraduate,68
754,AB,1916,1920,Ed,undergraduate,68
755,BA,1892,1896,,undergraduate,68
757,AB,1918,1922,,undergraduate,68
758,AB,1904,1908,Ed,undergraduate,68
759,,1893,1895,,undergraduate,68
760,AB,1910,1914,Ed,undergraduate,68
761,PhB,1886,1890,Ed,undergraduate,68
762,AB,1904,1908,Ed,undergraduate,68
763,B Pd,1919,1920,,undergraduate,68
765,,1880,1881,Med,undergraduate,68
766,AB,1911,1915,Science,undergraduate,68
767,,1891,1893,,undergraduate,68
768,,,1876,Med,undergraduate,68
769,AB,1910,1914,English,undergraduate,68
770,AB,1903,1907,Languages,undergraduate,68
773,AB,1917,1921,Ed,undergraduate,68
771,AB,1892,1896,Ed,undergraduate,68
775,AB,1915,1919,,undergraduate,68
776,AB,1911,1915,English,undergraduate,68
777,,1918,1920,,undergraduate,68
779,BS,1891,1895,Biology,undergraduate,68
780,BL,1893,1897,Library Science,undergraduate,68
781,AB,1917,1921,,undergraduate,68
782,AB,1902,1906,Ed,undergraduate,68
783,,1898,1902,,undergraduate,68
784,BS,,1918,Pharm,undergraduate,68
785,,1920,1921,,undergraduate,68
786,MD,,1898,Med,undergraduate,68
787,,1918,1920,Ed,undergraduate,68
788,PhB,1891,1895,Ed,undergraduate,68
789,,1894,1898,Music,undergraduate,68
790,,,1922,Ed,undergraduate,68
791,AB,1908,1912,English,undergraduate,68
794,AB,1916,1920,Ed,undergraduate,68
795,,1915,1917,Advertising,undergraduate,68
796,BS,1891,1895,Science,undergraduate,68
797,,1899,1901,,undergraduate,68
799,,1894,1898,,undergraduate,68
800,,1878,1880,,undergraduate,68
801,BA,1902,1907,Ed,undergraduate,68
802,BL,1894,1898,Ed,undergraduate,68
803,,1919,1921,,undergraduate,68
804,AB,1897,1901,English,undergraduate,68
805,AB,1880,1884,Pharm,undergraduate,68
806,,1914,1916,Ed,undergraduate,68
807,,1892,1896,Ed,undergraduate,68
808,MD,,1894,Med,undergraduate,68
809,AB,1919,1923,,undergraduate,68
810,,1890,1891,Ed,undergraduate,68
811,,1916,1918,,undergraduate,68
812,BL,1899,1893,Ed,undergraduate,68
813,PhB,1889,1893,Ed,undergraduate,68
814,,1914,1915,Phys. Ed.,undergraduate,68
815,AB,1918,1922,Ed,undergraduate,68
816,,1910,1911,,undergraduate,68
817,AB,1915,1919,Ed,undergraduate,68
818,PhB,1895,1899,,undergraduate,68
819,AB,1916,1920,,undergraduate,68
820,,1897,1898,Ed,undergraduate,68
823,AB,1919,1923,Ed,undergraduate,68
824,BA,1916,1920,English,undergraduate,68
826,,1905,1908,Ed,undergraduate,68
827,AB,1899,1903,,undergraduate,68
828,AB,1890,1894,Ed,undergraduate,68
829,AB,1915,1919,Ed,undergraduate,68
830,AB,1907,1911,Ed,undergraduate,68
831,AB,1906,1910,,undergraduate,68
832,PhC,,1889,Pharm,undergraduate,68
833,AB,1880,1884,,undergraduate,68
835,AB,1912,1916,Latin,undergraduate,68
836,BA,1918,1922,Science,undergraduate,68
838,AB,1914,1918,Languages,undergraduate,68
837,AB,1917,1921,Ed,undergraduate,68
84,AB,1911,1913,Ed,undergraduate,68
841,,1886,1887,,undergraduate,68
842,AB,,1916,Science,undergraduate,68
843,AB,1910,1914,Ed,undergraduate,68
844,MD,,1912,Med,undergraduate,68
845,AB,1909,1913,Ed,undergraduate,68
846,AB,1912,1916,Ed,undergraduate,68
847,,1910,1911,,undergraduate,68
849,AB,1908,1912,English,undergraduate,68
850,AB,1915,1919,Ed,undergraduate,68
851,BA,1917,1921,English,undergraduate,68
852,BA,1897,1881,,undergraduate,68
853,AB,1919,1923,Languages,undergraduate,68
854,AB,1917,1921,Languages,undergraduate,68
855,PhB,1892,1896,,undergraduate,68
856,,1920,1921,,undergraduate,68
857,,1885,1886,,undergraduate,68
859,PhB,1873,1877,Ed,undergraduate,68
860,AB,1915,1919,Ed,undergraduate,68
861,,1912,1915,Ed,undergraduate,68
862,AB,1893,1895,Languages,undergraduate,68
863,AB,1916,1920,Languages,undergraduate,68
865,,1911,1913,,undergraduate,68
866,PhB,1894,1898,,undergraduate,68
867,BS,1913,1917,Chem,undergraduate,68
868,AB,1913,1917,ED,undergraduate,68
869,AB,1898,1902,Ed,undergraduate,68
870,AB,1916,1920,Ed,undergraduate,68
872,AB,1905,1909,Ed,undergraduate,68
874,A.B.,1919,1923,,undergraduate,68
876,AB,1911,1915,,undergraduate,68
877,AB,1913,1917,Ed,undergraduate,68
878,AB,1907,1911,Ed,undergraduate,68
879,AB,1919,1923,,undergraduate,68
880,AB,1900,1904,Ed,undergraduate,68
881,AB,1912,1916,Ed,undergraduate,68
882,AB,1913,1918,,undergraduate,68
883,AB,1913,1917,Art,undergraduate,68
884,BL,1889,1893,Ed,undergraduate,68
885,,1880,1882,,undergraduate,68
886,AB,1893,1897,,undergraduate,68
887,BA,1917,1921,Ed,undergraduate,68
889,AB,,1896,Ed,undergraduate,68
890,,1914,1916,,undergraduate,68
891,AB,,1918,,undergraduate,68
892,,1893,0,Ed,undergraduate,68
893,AB,1908,1912,,undergraduate,68
894,,1914,1916,Music,undergraduate,68
895,AB,1888,1891,,undergraduate,68
896,,1915,1917,,undergraduate,68
897,AB,1917,1921,Lang,undergraduate,68
898,AB,1916,1920,Psychology,undergraduate,68
899,AB,1918,1920,,undergraduate,68
900,Md,,1909,Med,undergraduate,68
875,B.A.,1892,1896,Lang.,undergraduate,68
901,,1890,1894,,undergraduate,68
902,,1917,1918,,undergraduate,68
903,AB,1917,1921,Bus.Ad.,undergraduate,68
904,MD,,1898,Med,undergraduate,68
905,AB,1917,1921,,undergraduate,68
906,AB,1911,1915,Lang,undergraduate,68
908,,1895,1896,,undergraduate,68
909,AB,1909,1913,,undergraduate,68
910,AB,1893,1897,Ed,undergraduate,68
911,BA,1905,1909,Lang,undergraduate,68
912,,1919,1920,,undergraduate,68
913,MD,,1885,Med,undergraduate,68
914,AB,1918,1922,Psychol,undergraduate,68
915,AB,1919,1923,Ed,undergraduate,68
916,BS,1895,1899,Ed,undergraduate,68
917,AB,1911,1915,English,undergraduate,68
918,AB,1919,1923,Ed,undergraduate,68
919,AB,1914,1918,Ed,undergraduate,68
920,AB,1914,1918,Ed,undergraduate,68
921,AB,1899,1903,,undergraduate,68
923,MD,1913,1915,Med,undergraduate,68
924,,1894,1897,,undergraduate,68
925,AB,1911,1915,Ed,undergraduate,68
926,AB,1898,1902,,undergraduate,68
927,AB,1901,1905,Ed,undergraduate,68
928,AB,1915,1919,,undergraduate,68
929,AB,1897,1901,Lang,undergraduate,68
930,AB,1906,1910,Ed,undergraduate,68
931,BA,1919,1923,,undergraduate,68
932,AB,1915,1917,Ed,undergraduate,68
934,,1906,1907,Ed,undergraduate,68
935,AB,1914,1918,English,undergraduate,68
936,AB,1891,1895,Lang.,undergraduate,68
937,AB,1918,1922,,undergraduate,68
938,AB,1908,1912,Lib.Sci.,undergraduate,68
939,AB,1885,1889,Ed,undergraduate,68
940,AB,1909,1913,English,undergraduate,68
941,AB,1905,1909,Science,undergraduate,68
942,AB,1912,1914,,undergraduate,68
943,AB,1914,1916,Ed.,undergraduate,68
944,AB,1918,1922,Lib. Science,undergraduate,68
945,,1892,1893,,undergraduate,68
946,MD,1891,1893,Med,undergraduate,68
947,AB,1910,1914,Math,undergraduate,68
948,MD,,1886,Med,undergraduate,68
949,MD,,1896,Med,undergraduate,68
950,,1891,1893,,undergraduate,68
951,AB,1918,1922,Lib. Science,undergraduate,68
952,,1889,1891,,undergraduate,68
953,,1911,1914,,undergraduate,68
954,B Pl,1885,1889,Ed,undergraduate,68
955,PhB,1877,1881,Ed,undergraduate,68
956,MD,,1875,Med,undergraduate,68
957,,1907,1909,,undergraduate,68
958,AB,1894,1898,Ed,undergraduate,68
959,AB,1892,1896,Music,undergraduate,68
960,,1916,1917,,undergraduate,68
961,,1895,1896,,undergraduate,68
962,BA,1898,1902,,undergraduate,68
964,AB,1913,1917,Lib. Science,undergraduate,68
965,AB,1914,1918,Ed,undergraduate,68
966,AB,1915,1919,Ed,undergraduate,68
967,,1903,1905,,undergraduate,68
968,PhB,1893,1897,,undergraduate,68
969,,1916,1918,,undergraduate,68
971,AB,1898,1902,Lang,undergraduate,68
972,AB,1910,1914,Lib Science,undergraduate,68
973,AB,1917,1921,Ed,undergraduate,68
974,,1898,1900,Ed,undergraduate,68
975,AB,1914,1918,,undergraduate,68
976,,1892,1893,,undergraduate,68
977,AB,1899,1903,,undergraduate,68
978,AB,1918,1922,Math,undergraduate,68
979,,1894,1896,Ed,undergraduate,68
980,AB,1915,1919,,undergraduate,68
981,AB,1911,1915,Social Work,undergraduate,68
982,AB,1915,1919,Ed,undergraduate,68
983,AB,1914,1918,Ed,undergraduate,68
985,,1914,1916,,undergraduate,68
986,AB,1916,1920,,undergraduate,68
984,AB,1911,1915,Ed,undergraduate,68
987,AB,1915,1919,Ed,undergraduate,68
988,,1908,1909,,undergraduate,68
989,B Ph,1888,1892,Ed,undergraduate,68
990,DDS,,1903,Dent,undergraduate,68
991,BS,,1915,,undergraduate,68
992,BA,1919,1921,Social work,undergraduate,68
993,,1920,1922,,undergraduate,68
994,AB,1901,1905,English,undergraduate,68
995,AB,1892,1896,,undergraduate,68
996,AB,1890,1894,Science,undergraduate,68
997,,1892,1894,,undergraduate,68
998,AB,1916,1917,,undergraduate,68
999,AB,1915,1919,Languages,undergraduate,68
1001,,1916,1917,Art,undergraduate,68
1002,AB,1903,1907,kEd,undergraduate,68
1003,PhB,1894,1898,,undergraduate,68
1004,AB,1891,1895,,undergraduate,68
1005,,1900,1904,,undergraduate,68
1006,,1875,1876,,undergraduate,68
1007,,1907,1910,,undergraduate,68
1008,PhB,1873,1877,Ed,undergraduate,68
1009,,1906,1908,,undergraduate,68
1010,,1891,1892,Music,undergraduate,68
1011,,,,,undergraduate,68
1012,AB,1912,1916,,undergraduate,68
1013,BL,1891,1895,Ed,undergraduate,68
1014,,,1915,,undergraduate,68
1015,,1892,1893,Med,undergraduate,68
1016,,1880,1881,,undergraduate,68
1017,AB,1900,1904,Ed,undergraduate,68
1018,AB,1905,1909,Ed,undergraduate,68
1019,AB,1919,1923,,undergraduate,68
1020,,1915,1916,,undergraduate,68
1022,BL,1888,1892,Ed,undergraduate,68
1023,AB,1918,1921,Ed,undergraduate,68
1024,,1914,1916,,undergraduate,68
1025,kAB,1917,1921,Ed,undergraduate,68
1026,,1919,1920,,undergraduate,68
1027,,1906,1907,,undergraduate,68
1028,DDS,1886,1890,Dent,undergraduate,68
1029,BA,1912,1916,Languages,undergraduate,68
1030,PhC,,1891,Pharm,undergraduate,68
1031,BS,1919,1923,Science,undergraduate,68
1032,AB,1902,1906,Ed,undergraduate,68
1033,,1893,1894,Ed,undergraduate,68
1034,,1898,1899,Music,undergraduate,68
1035,,1911,1912,,undergraduate,68
1036,AB,1916,1920,,undergraduate,68
1037,AB,1914,1918,,undergraduate,68
1038,,1912,1914,,undergraduate,68
1039,AB,1897,1901,Ed,undergraduate,68
1040,BA,1919,1923,,undergraduate,68
1041,,1892,1893,,undergraduate,68
1042,AB,1919,1921,Ed,undergraduate,68
1043,,1906,1908,,undergraduate,68
1044,AB,1916,1920,Science,undergraduate,68
1045,,1878,1880,Ed,undergraduate,68
1046,AB,1902,1906,,undergraduate,68
1047,AB,1891,1895,Lang.,undergraduate,68
1048,AB,1916,1920,Ed,undergraduate,68
1049,AB,1910,1911,Ed,undergraduate,68
1050,AB,1917,1921,Ed,undergraduate,68
1051,MD,,1921,Med,undergraduate,68
1052,AB,1918,1922,,undergraduate,68
1053,AB,1916,1920,Ed,undergraduate,68
1054,AM,1917,1918,English,undergraduate,68
1055,,1912,1913,Ed,undergraduate,68
1056,AB,1882,1886,,undergraduate,68
1057,AB,1916,1920,Ed,undergraduate,68
1058,AB,1915,1919,Ed,undergraduate,68
1059,BA,1919,1923,,undergraduate,68
1060,,1902,1904,,undergraduate,68
1061,AB,1918,1922,,undergraduate,68
1062,,1916,1917,,undergraduate,68
1063,AB,1911,1915,,undergraduate,68
1064,AB,1915,1919,Ed,undergraduate,68
1065,AB,1918,1922,Ed,undergraduate,68
1067,BA,1902,1906,Ed,undergraduate,68
1068,AB,1913,1917,Languages,undergraduate,68
1069,,1890,1892,Art,undergraduate,68
1070,,1894,1895,Ed,undergraduate,68
1071,BA,1884,1888,Languages,undergraduate,68
1072,,1917,1918,,undergraduate,68
1073,,1894,1895,,undergraduate,68
1074,,1877,1879,Pharm,undergraduate,68
1075,AB,1895,1899,Ed,undergraduate,68
1076,AB,1916,1920,Ed,undergraduate,68
1077,AB,1905,1909,Ed,undergraduate,68
1078,,1903,1905,Ed,undergraduate,68
1079,AB,1907,1911,Ed,undergraduate,68
1080,,1915,1917,,undergraduate,68
1081,AB,1919,1923,Ed,undergraduate,68
1082,PhB,1873,1877,,undergraduate,68
1083,BA,1903,1907,Ed,undergraduate,68
1084,AB,1915,1919,,undergraduate,68
1085,AB,1914,1915,,undergraduate,68
1086,AB,1919,1923,Social Work,undergraduate,68
1087,BA,1919,1923,Ed,undergraduate,68
1088,MD,,1893,Med,undergraduate,68
1089,MD,,1908,Med,undergraduate,68
1090,AB,1889,1893,,undergraduate,68
1091,,1881,1883,Ed,undergraduate,68
1092,AB,1914,1918,Science,undergraduate,68
1093,AB,1908,1912,Ed,undergraduate,68
1094,AB,1911,1915,Ed,undergraduate,68
1095,,1894,1896,Ed,undergraduate,68
1096,AB,1914,1918,English,undergraduate,68
1098,AB,1919,1923,Ed,undergraduate,68
1099,,1914,1916,,undergraduate,68
1100,AB,1918,1919,,undergraduate,68
1101,,,1922,,undergraduate,68
1102,,1892,1893,,undergraduate,68
1104,,1919,1920,,undergraduate,68
1105,AB,1892,1896,Ed,undergraduate,68
1106,,,1918,,undergraduate,68
1107,,1895,1899,,undergraduate,68
1108,AB,1894,1898,,undergraduate,68
1109,M.D.,,1873,,undergraduate,68
1110,AB,1902,1906,Ed,undergraduate,68
1111,LSA,1887,1888,,undergraduate,68
1112,,,1896,,undergraduate,68
1113,AB,1886,1890,Ed,undergraduate,68
1115,Ph.C,,1881,,undergraduate,68
1116,AB,1908,1912,Ed,undergraduate,68
1117,AB,1915,1919,Ed,undergraduate,68
1118,PhB,1890,1894,,undergraduate,68
1119,,1879,1882,Ed,undergraduate,68
1120,AB,1907,1911,Ed,undergraduate,68
1121,,1904,1906,Med,undergraduate,68
1122,,,1909,,undergraduate,68
1123,AB,1916,1920,,undergraduate,68
1125,BA,1912,1916,Landscape Desig,undergraduate,68
1127,AB,1902,1906,Ed,undergraduate,68
1128,PhB,1891,1895,Ed,undergraduate,68
1129,AB,1918,1922,,undergraduate,68
1130,AB,1916,1920,French,undergraduate,68
1131,AB,1913,1917,Ed,undergraduate,68
1132,AB,1914,1918,English,undergraduate,68
1133,AB,1898,1902,Ed,undergraduate,68
1135,AB,1892,1896,,undergraduate,68
1136,,1876,1877,Ed,undergraduate,68
1137,,1905,1906,Ed,undergraduate,68
1138,MD,,1890,Med,undergraduate,68
1139,BS,1887,1891,Science,undergraduate,68
1140,BL,1888,1892,Ed,undergraduate,68
1141,AB,1887,1891,,undergraduate,68
1142,AB,1915,1919,Lib.Science,undergraduate,68
1143,AB,1900,1904,,undergraduate,68
1144,BA,1897,1901,Ed,undergraduate,68
1145,BA,1899,1903,,undergraduate,68
1146,AB,1894,1898,Ed,undergraduate,68
1147,,1905,1909,,undergraduate,68
1148,AB,1890,1894,,undergraduate,68
1149,AB,1912,1916,,undergraduate,68
1150,AB,1913,1917,,undergraduate,68
1151,,1889,1890,Ed,undergraduate,68
1152,AB,1916,1920,Ed,undergraduate,68
1153,AB,1915,1919,Ed,undergraduate,68
1155,,1876,1920,,undergraduate,68
1156,,1910,1913,Ed,undergraduate,68
1157,BS,1915,1919,Chem,undergraduate,68
1158,AB,1918,1922,Theater,undergraduate,68
1159,AB,1889,1893,Ed,undergraduate,68
1160,AB,1919,1923,Ed,undergraduate,68
1161,AB,1915,1919,Social Work,undergraduate,68
1162,BS,1893,1897,Science,undergraduate,68
1164,AB,1900,1904,Ed,undergraduate,68
1165,AB,,1910,,undergraduate,68
1167,,1909,1910,,undergraduate,68
1168,AB,1900,1904,,undergraduate,68
1169,,1894,1895,Ed,undergraduate,68
1170,,1896,1897,,undergraduate,68
1171,AB,1918,1922,Ed,undergraduate,68
1172,AB,1895,1899,Ed,undergraduate,68
1173,AB,1888,1892,English,undergraduate,68
1174,AB,1914,1918,,undergraduate,68
1175,AB,1912,1916,Music,undergraduate,68
1176,,1908,1910,,undergraduate,68
1177,AB,1905,1909,Ed,undergraduate,68
1178,AB,1920,1921,Ed,undergraduate,68
1179,,,1923,,undergraduate,68
1180,AB,,1920,,undergraduate,68
1181,AB,1910,1914,Phys. Ed.,undergraduate,68
1182,AB,1890,1894,,undergraduate,68
1183,,1897,1898,,undergraduate,68
1184,BL,1892,1896,Hist.,undergraduate,68
1185,PhB,,1895,,undergraduate,68
1186,,1891,1894,,undergraduate,68
1187,AB,1911,1915,Math,undergraduate,68
1188,,,1887,Pharm,undergraduate,68
1189,MD,,1888,Med,undergraduate,68
1190,AB,,1923,Lib.Sci,undergraduate,68
1191,,1915,1918,,undergraduate,68
1192,,1879,1881,,undergraduate,68
1193,AB,1915,1919,Ed,undergraduate,68
1194,AB,1917,1921,Ed,undergraduate,68
1195,MD,,1898,Med,undergraduate,68
1196,,1880,1881,,undergraduate,68
1197,AB,1913,1917,Ed,undergraduate,68
1198,,1895,1897,Med,undergraduate,68
1199,BS,,1922,Math,undergraduate,68
1200,,1902,1903,,undergraduate,68
1201,AB,1906,1909,Ed,undergraduate,68
1202,AB,1902,1906,Ed,undergraduate,68
1203,AB,1919,1923,,undergraduate,68
1204,,1912,1913,Ed,undergraduate,68
1205,AB,1918,1922,Ed,undergraduate,68
1206,AB,1888,1892,,undergraduate,68
1207,,1917,1921,,undergraduate,68
1208,,1890,1891,,undergraduate,68
1209,AB,1913,1917,Ed,undergraduate,68
1210,BA,1907,1911,Ed,undergraduate,68
1211,BA,1909,1913,Ed,undergraduate,68
1212,AB,1919,1922,Ed,undergraduate,68
1213,BA,1913,1917,Ed,undergraduate,68
1214,AB,1887,1891,Ed,undergraduate,68
1215,BA,1918,1922,Lib.Sci.,undergraduate,68
1216,MD,,1889,Med,undergraduate,68
1217,AB,1912,1916,Ed,undergraduate,68
1218,AB,1911,1915,Ed,undergraduate,68
1220,,1890,1893,,undergraduate,68
1221,MD,,1883,Med,undergraduate,68
1219,,1874,1875,,undergraduate,68
1222,BA,1890,1894,Ed,undergraduate,68
1223,MD,,1884,Med,undergraduate,68
1224,AB,1913,1917,Ed,undergraduate,68
1225,AB,1894,1898,Ed,undergraduate,68
1231,AB,1914,1918,,undergraduate,68
1232,,1878,1879,,undergraduate,68
1233,AB,1919,1923,Ed,undergraduate,68
1227,AB,1912,1914,Ed,undergraduate,68
1227,AB,1903,1907,ED,undergraduate,68
1234,AB,1900,1904,Ed,undergraduate,68
1240,AB,1921,1923,Ed,undergraduate,68
1235,AB,1897,1901,M,undergraduate,68
1236,,1912,1913,,undergraduate,68
1237,,1905,1907,Ed,undergraduate,68
1238,BS,,1890,,undergraduate,68
1239,AB,1917,1921,,undergraduate,68
1243,PhB,1891,1895,Ed,undergraduate,68
1245,BA,1894,1898,Art,undergraduate,68
1245,AB,1916,1920,Soc Service,undergraduate,68
1246,,1891,1892,Ed,undergraduate,68
1247,AB,1902,1906,Ed,undergraduate,68
1248,,1906,1909,,undergraduate,68
1249,BA,1908,1912,Ed,undergraduate,68
1250,AB,1916,1920,Ed,undergraduate,68
1251,,1889,1891,Ed,undergraduate,68
1252,,1914,1917,,undergraduate,68
1253,PhB,,1897,Ed,undergraduate,68
1256,BLe,,1904,,undergraduate,68
1254,AB,1919,1923,Ed,undergraduate,68
1255,AB,1919,1923,Ed,undergraduate,68
1258,AB,,1923,Lib Science,undergraduate,68
1260,AB,1899,1903,Ed,undergraduate,68
1261,,1897,1899,English,undergraduate,68
1262,AB,1914,1918,English,undergraduate,68
1263,AB,1909,1913,Ed,undergraduate,68
1264,AB,1910,1914,Ed,undergraduate,68
1265,AB,1917,1921,,undergraduate,68
1266,LSA,1920,1923,,undergraduate,68
1267,AB,1897,1901,Ed,undergraduate,68
1268,AB,1907,1911,Ed,undergraduate,68
1269,AB,1873,1877,Ed,undergraduate,68
1270,AB,1906,1910,Languages,undergraduate,68
1271,AB,1907,1911,Ed,undergraduate,68
1272,,1892,1893,,undergraduate,68
1273,,1904,1905,,undergraduate,68
1274,AB,1900,1904,Ed,undergraduate,68
1275,AB,1913,1917,,undergraduate,68
1277,BA,1918,1922,,undergraduate,68
1278,AB,1917,1921,Ed,undergraduate,68
1279,DDS,,1900,Dentistry,undergraduate,68
1280,AB,1916,1920,,undergraduate,68
1281,,1890,1892,,undergraduate,68
1282,MD,,1900,Med,undergraduate,68
1283,AB,1920,1922,,undergraduate,68
1284,AB,1890,1894,Ed,undergraduate,68
1285,,1919,1921,,undergraduate,68
1286,,1892,1895,,undergraduate,68
1288,AB,1918,1922,Ed,undergraduate,68
1289,BPd,,1922,Ed,undergraduate,68
1290,AB,1918,1922,,undergraduate,68
1291,AB,1916,1920,Library Science,undergraduate,68
1292,AB,1906,1910,,undergraduate,68
1294,,1893,1894,,undergraduate,68
1295,,1902,1904,Ed,undergraduate,68
1296,MD,,1876,Med,undergraduate,68
1297,AB,1899,1903,Ed,undergraduate,68
1298,AB,1918,1922,,undergraduate,68
1299,,1893,1894,,undergraduate,68
1300,AB,1915,1919,Ed,undergraduate,68
1301,MD,,1877,Med,undergraduate,68
1303,PhB,1891,1895,Ed,undergraduate,68
1304,AB,1885,1889,Ed,undergraduate,68
1305,DDS,,1917,Dent,undergraduate,68
1306,AB,1899,1903,Ed,undergraduate,68
1307,AB,1909,1913,Ed,undergraduate,68
1308,AB,,1906,Ed,undergraduate,68
1309,AB,1917,1921,Ed,undergraduate,68
1310,AB,1919,1923,,undergraduate,68
1311,AB,1913,1917,,undergraduate,68
1312,BS,1871,1875,Science,undergraduate,68
1314,MD,,1882,Med,undergraduate,68
1315,AB,1912,1916,,undergraduate,68
1316,AB,1895,1899,Ed,undergraduate,68
1317,AB,1901,1905,Social Service,undergraduate,68
1318,AB,1919,1923,,undergraduate,68
1319,,1897,1899,,undergraduate,68
1320,MD,,1892,Med,undergraduate,68
1321,AB,1897,1901,Ed,undergraduate,68
1322,AB,1881,1885,Ed,undergraduate,68
1323,AB,1915,1919,Ed,undergraduate,68
1324,,1907,1909,,undergraduate,68
1325,BA,1913,1917,,undergraduate,68
1326,AB,1918,1922,English,undergraduate,68
1328,AB,1908,1912,Science,undergraduate,68
1329,AB,1873,1877,Ed,undergraduate,68
1330,AB,1916,1920,Ed,undergraduate,68
1331,MD,,1896,Med,undergraduate,68
1332,,1892,1893,Art,undergraduate,68
1333,AB,1890,1894,History,undergraduate,68
1334,AB,1880,1884,Ed,undergraduate,68
