Filename,XPath,Suspicious Number,Context 
kahnalb.xml,/ead/archdesc/dsc/c01[8]/c02[142]/did/unittitle, 1945-1946,"Chrysler Corporation (Dodge) One-Half-Ton Truck Building and Addition, Mound Road, Detroit (Warren), Michigan (1937-1938 1945-1946) Job No. 1766 1766-P"
kellaahc.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[17]/c04[5]/did/unittitle, 1971-1995,"Articles/Clippings, 1971-1995 and"
kellaahc.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[22]/c04[3]/did/unittitle, 1949-1956,"Articles/Clippings, 1949-1956 and"
kelloggj.xml,/ead/archdesc/dsc/c01[5]/c02[12]/c03[1]/did/unittitle, 1895-1901,"Board, 1895-1901and"
kelseymu.xml,/ead/archdesc/dsc/c01[5]/c02[5]/c03[3]/c04[3]/c05[1]/c06[22]/did/unittitle, 1900-1909,"List of books purchased. April 1, 1900-1909. Numbered and priced."
kennedycg.xml,/ead/archdesc/dsc/c01[7]/c02[3]/c03[2]/c04[3]/did/unittitle, 1976-1978,"Dockets No. 101-105, 1976-1978(80 folders)"
kinespub.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03/did/unittitle, 1884-1994,"<title render=""italic"">Kinesiology: A Michigan Tradition, 1884-1994</title>,"
kingjoral.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[5]/did/unittitle, 1980-2006,"George, Maryanne (Reporter for the <title render=""italic"">Detroit Free Press</title>, 1980-2006),"
kingjoral.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[7]/did/unittitle, 1976-1979,"Hutchins, Carol (Michigan State University Basketball Player, 1976-1979)"
kingjoral.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[9]/did/unittitle, 1979-1983,"Maynard, Olivia [Libby] (Chair, Michigan Democratic Party, 1979-1983)"
kingjoral.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[11]/did/unittitle, 1989-1991,"Rivers, Lynn (Law Clerk, 1989-1991)"
kingjoral.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[13]/did/unittitle, 1978-1982,"Traxinger, Deb (Michigan State University Basketball Player, 1978-1982)"
kirkandy.xml,/ead/archdesc/dsc/c01[8]/c02[8]/did/unittitle, 1939-1940,"<title render=""italic"">The Swing Era: 1939-1940 1939 A Real Dream of an Era</title>,"
knowlesm.xml,/ead/archdesc/dsc/c01/c02[5]/c03[1]/did/unittitle, 1871-1910,Nellie Annetta Keal (Mrs. George S. Francisco; 1871-1910)
knowlesm.xml,/ead/archdesc/dsc/c01/c02[5]/c03[2]/did/unittitle, 1845-1916,"Nellie with her mother, Jennie E. Smith Keal (b. 1845-1916, grandmother of donor)"
kornegay.xml,/ead/archdesc/dsc/c01[2]/c02[1]/did/unittitle, 1944-1955,(mainly 1944-1955)
landersf.xml,/ead/archdesc/dsc/c01[3]/c02[6]/did/unittitle, 1935-1960,"<title render=""italic"">A Bureaucratic View of Michigan State Government, 1935-1960</title>,"
lawart.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[29]/did/unittitle, 1920-1956,"Murray, Katherine C. (Registrar, 1920-1956)"
lawlib.xml,/ead/archdesc/dsc/c01[3]/c02[3]/c03[5]/did/unittitle, 1953-1955,"Conferences and Institutes, 1953-1955"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[3]/c04[1]/did/unittitle, 1859-1981,"<title render=""italic"">Contributions to Legal Literature in Book Form by Persons Connected with the Law School of the University of Michigan: 1859-1981 (Alphabetic Order)</title>, by Elizabeth Gaspar Brown,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[3]/c04[2]/did/unittitle, 1859-1981,"<title render=""italic"">Contributions to Legal Literature in Book Form by Persons Connected with the Law School of the University of Michigan: 1859-1981 (Chronological Order)</title>, by Elizabeth Gaspar Brown,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[3]/c04[3]/did/unittitle, 1859-1993,"<title render=""italic"">Law School Faculty Bibliography, 1859-1993</title>, compiled by Beth A. McWilliams, edited by Beth A. McWilliams and Jennifer Lentz,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[4]/c04/did/unittitle, 1999-2002,"<title render=""italic"">Faculty Scholarship 1999-2002</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[1]/did/unittitle, 1860-1941,"<title render=""italic"">Alumni Directory 1860-1941</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[2]/did/unittitle, 1860-1950,"<title render=""italic"">Alumni Directory 1860-1950</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[3]/did/unittitle, 1859-1959,"<title render=""italic"">Alumni Directory 1859-1959</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[4]/did/unittitle, 1859-1970,"<title render=""italic"">Alumni Directory 1859-1970</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[5]/did/unittitle, 1859-1981,"<title render=""italic"">Alumni Directory 1859-1981</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[6]/did/unittitle, 1859-1985,"<title render=""italic"">Alumni Directory 1859-1985</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[7]/did/unittitle, 1859-1992,"<title render=""italic"">Alumni Directory 1859-1992</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[8]/did/unittitle, 1859-1997,"<title render=""italic"">Alumni Directory 1859-1997</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[9]/did/unittitle, 1859-2002,"<title render=""italic"">Alumni Directory 1859-2002</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[11]/did/unittitle, 1996-2007,"<title render=""italic"">Face Book, 1996-2007</title>"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[14]/did/unittitle, 1860-1875,"<title render=""italic"">Graduates of the Law Department of the University of Michigan: A Record 1860-1875</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[18]/did/unittitle, 1979-1984,"<title render=""italic"">Roster of Student Services and Activities</title>, 1979-1984/85 and"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[3]/did/unittitle, 1940-1973,"<title render=""italic"">The Law School 1940-1973</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[4]/did/unittitle, 1859-1984,"<title render=""italic"">The Law School of the University of Michigan 1859-1984 An Intellectual History</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[11]/c04[5]/did/unittitle, 1859-1959,"<title render=""italic"">Legal Education at Michigan 1859-1959</title>,"
lawpub.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[2]/c04[7]/c05[1]/c06/did/unittitle, 1885-1973,"<title render=""italic"">Directory of Black Alumni 1885-1973</title>,"
lawsch.xml,/ead/archdesc/dsc/c01[1]/c02[1]/did/unittitle, 1866-1911,Class of 1866-1911
lawsch.xml,/ead/archdesc/dsc/c01[2]/c02[10]/c03[4]/c04[4]/did/unittitle, 1996-1997,Instructor Applications for 1996-1997
lawsch.xml,/ead/archdesc/dsc/c01[2]/c02[11]/c03[2]/c04[6]/c05[1]/did/unittitle, 1951-1956,"Classes of 1951-1956, 1966-[1971]"
lawsch.xml,/ead/archdesc/dsc/c01[2]/c02[11]/c03[2]/c04[6]/c05[2]/did/unittitle, 1969-1979,Classes of 1969-1979
lawsch.xml,/ead/archdesc/dsc/c01[2]/c02[11]/c03[2]/c04[41]/c05[4]/did/unittitle, 1940-1973,"""The Law School, 1940-1973,"" by Charles A. Lowenhaupt"
lawsch.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[6]/did/unittitle, 1910-1954,"Aigler, Ralph W. (Member of the faculty, 1910-1954)"
lawsch.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[25]/did/unittitle, 1912-1919,"Barbour, Willard T. (Member of the faculty, 1912-1919)"
lawsch.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[26]/did/unittitle, 1979-1984,"Barker, Vincent L. (Adjunct Lecturer, 1979-1984)"
lawsch.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[117]/did/unittitle, 1919-1933,"Dickinson, Edwin D. (Member of the faculty, 1919-1933)"
lawsch.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[177]/did/unittitle, 1960-1965,"Geck, Wilhelm Karl, 1960-1965Gellhorn, Ernest A. (Sum 1975)"
leachjam.xml,/ead/archdesc/dsc/c01[3]/c02[8]/c03[1]/c04[38]/did/unittitle, 1956-1957,"Washtenaw Chapter, 1956-1957"
leithem.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[9]/did/unittitle, 1954-1972,"[Best, D.C. and E. N. Leith, ""An Optical Technique for Simultaneous Beamforming and Cross-Correlation""]  (ca. 1954-1972)"
lewishbp.xml,/ead/archdesc/dsc/c01/c02[31]/c03[4]/did/unittitle, 1856-1943,"Russell Henry Chittenden, 1856-1943."
lewishbp.xml,/ead/archdesc/dsc/c01/c02[40]/c03[2]/did/unittitle, 1887-1954,"Proteins in nutrition. Lewis, Howard Bishop, 1887-1954. Pamphlets and Reprints."
lewishow.xml,/ead/archdesc/dsc/c01[3]/c02[7]/c03[1]/did/unittitle, 19421943,"Graduate Student Service Deferments, 19421943"
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[165]/did/unittitle, 1948-1952,Association for Independent Men (AIM) 1948-1952.
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[23]/did/unittitle, 1945-1954,"Bands-Symphony Band, 1945-1954."
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[43]/did/unittitle, 1926-1939,Discipline Committee 1926-1939.
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[65]/did/unittitle, 1885-1935,"Dramatics-Comedy Club, 1885-1935."
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[8]/c03[34]/c04[2]/did/unittitle, 1900-1946,II (Period 1900-1946)
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[9]/c03[50]/did/unittitle, 1945-1968,Institute of Public Administration 1945-1968.
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[12]/c03[45]/did/unittitle, 1942-1946,Law School-Judge Advocate General's School (JAG). 1942-1946.
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[13]/c03[51]/did/unittitle, 1935-1939,Men's Student Council 1935-1939.
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[18]/c03[141]/did/unittitle, 1922-1954,"Senate, 1922-1954."
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[18]/c03[215]/did/unittitle, 1926-1975,"Societies-Hillel, 1926-1975."
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[18]/c03[343]/did/unittitle, 1858-1937,Student Christian Association. 1858-1937.
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[20]/c03[23]/did/unittitle, 1963-1965,University Activities Center. 1963-1965.
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[22]/c03[39]/did/unittitle, 1920-1954,"Women's League, 1920-1954."
libclip.xml,/ead/archdesc/dsc/c01[1]/c02[22]/c03[41]/did/unittitle, 1920-1954,"Women's League-Activities, 1920-1954."
libpubs.xml,/ead/archdesc/dsc/c01[1]/c02[1]/did/unittitle, 1975-1977,Bibliographies  (ca 1975-1977)
libpubs.xml,/ead/archdesc/dsc/c01[1]/c02[10]/c03[2]/did/unittitle, 1981-1982,"<title render=""italic"">Final Report: 1981-1982 and 1982-1983 Library Use Studies, The University of Michigan</title>, University of Michigan Survey Research Center,"
libpubs.xml,/ead/archdesc/dsc/c01[1]/c02[10]/c03[2]/did/unittitle, 1982-1983,"<title render=""italic"">Final Report: 1981-1982 and 1982-1983 Library Use Studies, The University of Michigan</title>, University of Michigan Survey Research Center,"
libpubs.xml,/ead/archdesc/dsc/c01[1]/c02[13]/c03[2]/c04[6]/did/unittitle, 1988-1990,"<title render=""italic"">The University of Michigan Library: The Past as Prologue: A Three Year Report, 1988-1990</title>, ca"
libpubs.xml,/ead/archdesc/dsc/c01[1]/c02[13]/c03[2]/c04[7]/did/unittitle, 1991-1994,"<title render=""italic"">The University of Michigan Library in Transformation, A Four-Year Report, 1991-1994</title>,"
librexts.xml,/ead/archdesc/dsc/c01[1]/c02[16]/did/unittitle, 1951-1954,"National Music Camp (Interlochen) branch, 1951-1954"
lidicoat.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[4]/did/unittitle, 1920-1927,"Helicopter Research, 1920-1927"
likertr.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[6]/c04[39]/did/unittitle, 1941-1942,"Program Survey Reports, 1941-1942"
likertr.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[10]/c04[47]/did/unittitle, 1944-1945,"Farmers' Production Plans in 1944 Part II Livestock Production: A Review of Farmers' Plans for their in 1944-1945 Livestock Production, Study 87-11"
likertr.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[10]/c04[59]/did/unittitle, 1944-1945,"Farmers' Production Plans in 1944--Part II Livestock Production: A Review of Farmers' Plans for their 1944-1945 Livestock Production, Study 87-11"
likertr.xml,/ead/archdesc/dsc/c01[2]/c02[6]/c03[3]/did/unittitle, 1944-1946,Reporting Forms (mostly 1944-1946).
likertr.xml,/ead/archdesc/dsc/c01[2]/c02[7]/c03[5]/did/unittitle, 1943-1945,"Study Reliability Report, 1943-1945."
likertr.xml,/ead/archdesc/dsc/c01[6]/c02[1]/c03[4]/did/unittitle, 1934-1935,"Delaware, Lackawanna and Western Coal Company Study, ca. 1934-1935."
likertr.xml,/ead/archdesc/dsc/c01[7]/c02[1]/did/unittitle, 1938-1945,"American Association for Applied Psychology, (correspondence, bulletins, etc.), 1938-1945."
lombardp.xml,/ead/archdesc/dsc/c01/c02[11]/did/unittitle, 1822-1922,"""Greetings from universities and colleges of the Middle West"" in The centennial of Hobart College, 1822-1922."
lorche.xml,/ead/archdesc/dsc/c01[11]/c02[36]/c03[1]/c04[5]/did/unittitle, 1947-1949,Correspondence concerning restorations  (bulk 1947-1949)
lsacoll.xml,/ead/archdesc/dsc/c01[1]/c02[56]/did/unittitle, 1975-1992,(span 1975-1992)
lsacoll.xml,/ead/archdesc/dsc/c01[4]/did/unittitle, 1933-2007,"Executive Committee, 1933-2007"
lsacoll.xml,/ead/archdesc/dsc/c01[14]/c02[2]/c03[1]/c04[15]/c05[2]/did/unittitle, 19791985,"Course Fees, 19791985"
lsacoll.xml,/ead/archdesc/dsc/c01[14]/c02[2]/c03[1]/c04[54]/c05[3]/did/unittitle, 1985-1991,Scientific Literacy  (bulk 1985-1991)
lsacoll.xml,/ead/archdesc/dsc/c01[14]/c02[3]/c03[1]/did/unittitle, 1997-2000,Centers/Departments/Programs  (bulk 1997-2000)
lsapub.xml,/ead/archdesc/dsc/c01[1]/c02[12]/c03[8]/did/unittitle, 19621967,"<title render=""italic"">Information and Regulations Governing the Conduct of Undergraduate Courses</title>,  19621967"
lsapub.xml,/ead/archdesc/dsc/c01[1]/c02[16]/c03/did/unittitle, 1841-1941,"<title render=""italic"">Centennial Celebration of the College of Literature, Science and the Arts of the University of Michigan 1841-1941</title>,"
lsapub.xml,/ead/archdesc/dsc/c01[2]/c02[15]/c03[1]/did/unittitle, 1958-1975,"Annual Reports, 1958-1975/76"
lsapub.xml,/ead/archdesc/dsc/c01[3]/c02/c03[6]/c04[1]/did/unittitle, 1998-1999,"<title render=""italic"">LS&amp;A Student Government 1998-1999 Report</title>,"
lusksal.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[5]/did/unittitle, 2000-2001,"Results Summaries and Analysis, 2000-2001\"
lwvgp.xml,/ead/archdesc/dsc/c01/c02[6]/did/unittitle, 1950-2009,"Membership, 1950-2009/2010 with gaps"
masc.xml,/ead/archdesc/dsc/c01[5]/c02[15]/did/unittitle, 1981-1983,"Rhodes, Stephen (President, 1981-1983) Notebook"
mathdept.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[1]/did/unittitle, 1841-1988,"""Mathematics at the University of Michigan,"" by Wilfred Kaplan (includes listing of faculty, 1841-1988)"
matthaei.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[2]/c04[37]/c05[2]/did/unittitle, 1962-1964,(bulk 1962-1964)
matthpub.xml,/ead/archdesc/dsc/c01[1]/c02[10]/c03[3]/did/unittitle, 1858-1927,"<title render=""italic"">Frederick Charles Newcombe, 1858-1927</title> by J.B. Pollock and H.H. Bartlett,"
maynardb.xml,/ead/archdesc/dsc/c01/c02[1]/c03[1]/did/unittitle, 1896-1898,"Palmer's Drugstore, S. State Street, Ann Arbor, Michigan between 1896-1898. Sign for A.H. Holmes (Livery) in foreground."
mazruial.xml,/ead/archdesc/dsc/c01[1]/c02[187]/did/unittitle, 1900-1970,"""Foreword,"" to Osolo-Nasubo <title render=""italic"">A Socio-Economic Study of the Kenya Highlands from 1900-1970</title> (Washington, D.C.: University Press of America),"
mbotclub.xml,/ead/archdesc/dsc/c01[2]/c02[2]/did/unittitle, 1986-1988,Membership  (except 1986-1988)
mbotclub.xml,/ead/archdesc/dsc/c01[6]/c02[5]/c03[1]/did/unittitle, 1953-1954,(except 1953-1954)
mbotclub.xml,/ead/archdesc/dsc/c01[7]/c02[2]/did/unittitle, 1951-1953,(except 1951-1953)
mbotclub.xml,/ead/archdesc/dsc/c01[7]/c02[3]/did/unittitle, 1979-1980,(except 1979-1980)
mbotclub.xml,/ead/archdesc/dsc/c01[8]/c02[2]/c03[1]/did/unittitle, 1962-1964,Records  (except 1962-1964)
mbotclub.xml,/ead/archdesc/dsc/c01[8]/c02[6]/c03[3]/did/unittitle, 1951-1952,"Records  (except 1951-1952, 1957)"
mbotclub.xml,/ead/archdesc/dsc/c01[9]/c02[1]/c03[2]/did/unittitle, 1962-1963,"(except 1962-1963, 1966)"
mbotclub.xml,/ead/archdesc/dsc/c01[9]/c02[11]/c03[3]/did/unittitle, 1962-1964,(except 1962-1964)
mccrackp.xml,/ead/archdesc/dsc/c01[2]/c02[6]/did/unittitle, 1974-1975,ca.  (primarily 1974-1975)
mcook.xml,/ead/archdesc/dsc/c01[1]/did/unittitle, 1913-1972,"Papers, 1913-1972"
mcook.xml,/ead/archdesc/dsc/c01[3]/did/unittitle, 1941-1968,"Correspondence, 1941-1968"
mdaily.xml,/ead/archdesc/dsc/c01[6]/c02[3]/c03[156]/did/unittitle, 1974-1979,"Levin, Sandor (Democratic politician), 1974-1979(?)"
meampub.xml,/ead/archdesc/dsc/c01[1]/c02[7]/c03[2]/did/unittitle, 1868-1968,"<title render=""italic"">Mechanical Engineering at Michigan, 1868-1968</title>, [1968]"
meddcdo.xml,/ead/archdesc/dsc/c01[4]/c02[4]/did/unittitle, 1978-1982,"<title render=""italic"">Update on Student Retention and Academic Progress at the University of Michigan, 1978-1982</title>"
medrecs.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[3]/c04[12]/c05[5]/did/unittitle, 2007-2009,Final Printed Copy  (with some notes on mode of reference penciled in; also includes 3 reviews from 2007-2009)
medschl.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[3]/c04[10]/c05[3]/did/unittitle, 1978-1984,Dr. Jonathan Ayres  (Bates/Beer Professorship) 1978-1984
medschl.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[5]/c04[18]/did/unittitle, 1985-1987,"Bole, Dr. Giles, 1985-1987"
medschl.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[6]/c04[163]/did/unittitle, 1966-1983,"Upjohn Center  (with earlier background material, 1966-1983)"
medschl.xml,/ead/archdesc/dsc/c01[2]/c02[12]/c03/c04[31]/did/unittitle, 9975-1976,"Governance Clarification Committee, 1 9975-1976"
medschl.xml,/ead/archdesc/dsc/c01[2]/c02[12]/c03/c04[49]/c05[2]/did/unittitle, 1975-1980,Five Year Budget Documents  (covering 1975-1980)
medschp.xml,/ead/archdesc/dsc/c01[1]/c02[8]/c03[5]/did/unittitle, 1850-2000,"<title render=""italic"">The University of Michigan Medical School, 1850-2000</title>, by Howard Markel in <title render=""italic"">Journal of the American Medical Association</title>,"
medsurna.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[3]/c05[4]/c06[4]/did/unittitle, 1969-1970,"N515: Advanced Study of Nursing Process, 1969-1970,1975"
medsurna.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[3]/c05[4]/c06[11]/did/unittitle, 1967-1968,"N611: Advanced Medical-Surgical Seminar 111, 1967-1968"
medsurna.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[4]/c04[3]/c05[4]/c06[12]/did/unittitle, 1965-1966,"N612: Advanced Medical-Surgical Seminar IV, 1965-1966"
medsurna.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[2]/c04[4]/c05[4]/c06[1]/did/unittitle, 1980-1981,N431: Nursing Intervention in the Care of the Adult [replaced by N456 in 1980-1981]
medsurna.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[14]/did/unittitle, 1976-1977,"Directories, 1976-1977-"
mershon.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[7]/did/unittitle, 1894-1910,"Stock subscription book [includes minutes, 1894-1910; and history of Saginaw Hunting Club (founded 1883)"
mhripub.xml,/ead/archdesc/dsc/c01[1]/c02[6]/c03/did/unittitle, 1955-1967,"<title render=""italic"">The Original Living System and How It Grew: The Mental Health Research Institute, 1955-1967</title>, [1967]"
michqrev.xml,/ead/archdesc/dsc/c01[4]/c02[3]/c03[41]/c04[1]/did/unittitle, 2000-2006,"Winter, Special Issue: <title render=""italic"">Hopwood Award Winners, 2000-2006</title>"
miforens.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[12]/did/unittitle, 1952-1963,"NUEA Discussion and Debate Manuals, September, 1952-1963/64"
miforens.xml,/ead/archdesc/dsc/c01[2]/c02[5]/c03[1]/did/unittitle, 1917-1932,"Michigan High School Debating League, 1917-1932/33 (folder)"
miforens.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[1]/c04[3]/did/unittitle, 1968-2005,"Regional Groupings, 1968-2005/06"
miforens.xml,/ead/archdesc/dsc/c01[4]/c02[3]/c03[226]/did/unittitle, 1936-1960,"Lists of Detroit Free Press Debate Awardees, 1936-1960/61"
miforens.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[155]/did/unittitle, 1956-1969,"District and Regional Groupings, 1956-1969/70"
miforens.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[293]/did/unittitle, 1943-2003,Extemporaneous Speaking Topics -- Various Events. 1943-2003/04
miimpinv.xml,/ead/archdesc/dsc/c01/c02[2]/did/unittitle, 1844-1876,"Serials by date, 1844-1876"
miimpinv.xml,/ead/archdesc/dsc/c01/c02[8]/did/unittitle, 1851-1878,"State documents, 1851-1878"
millerwe.xml,/ead/archdesc/dsc/c01[1]/c02[1]/did/unittitle, 1956-1976,Biographical information (includes documents dated 1956-1976)
milliken.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[1]/c04[3]/c05[9]/c06[8]/did/unittitle, 1968-1969,West Bloomfield School District (Annual Report 1968-1969)
milliken.xml,/ead/archdesc/dsc/c01[2]/c02[6]/c03[4]/c04[1]/c05[2]/did/unittitle, 1976-1977,Budget (FY 1976-1977)
mimedia.xml,/ead/archdesc/did/unittitle, 1948-1987,"<unittitle encodinganalog=""245"">Media Resources Center (University of Michigan) records, 1948-1987"
mimediaf.xml,/ead/archdesc/dsc/c01[2]/c02[46]/did/unittitle, 1960-1961,"Faculty Award Winners, 1960-1961"
mimediaf.xml,/ead/archdesc/dsc/c01[2]/c02[66]/did/unittitle, 1961-1962,"Faculty Award Winners, 1961-1962"
mimediaf.xml,/ead/archdesc/dsc/c01[2]/c02[180]/did/unittitle, 1964-1965,"Faculty Awards, 1964-1965"
mimediaf.xml,/ead/archdesc/dsc/c01[7]/c02[36]/c03[1]/did/unittitle, 1962-1963,"Michigan Reports, 1962-1963"
mimediaf.xml,/ead/archdesc/dsc/c01[7]/c02[36]/c03[2]/did/unittitle, 1963-1964,"Michigan Reports, 1963-1964"
mimediaf.xml,/ead/archdesc/dsc/c01[7]/c02[36]/c03[3]/did/unittitle, 1964-1965,"Michigan Report, 1964-1965"
mmsa.xml,/ead/archdesc/dsc/c01[1]/c02[5]/did/unittitle, 1990-1992,"Financial Material, 1990-1992."
morc.xml,/ead/archdesc/dsc/c01[3]/c02[8]/c03[1]/c04[3]/did/unittitle, 1979-1980,"State Plan for Comprehensive Mental Health Services (1976), 1979-1980 update"
morganfa.xml,/ead/archdesc/dsc/c01[2]/c02[1]/did/unittitle, 1829-1858,Autobiography (covering the years 1829-1858)
msclubp.xml,/ead/archdesc/dsc/c01/c02[3]/c03/did/unittitle, 1880-1957,"<title render=""italic"">A Story of the First Seven Decades, 1880-1957</title>"
mtzionbc.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[3]/did/unittitle, 1855-1995,"<title render=""italic"">Mt. Zion AME Church Historic Site, 1855-1995</title>"
mtzionbc.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[3]/did/unittitle, 1855-2005,"<title render=""italic"">Mt. Zion AME Church Choirs, 1855-2005</title>"
mtzionbc.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[4]/did/unittitle, 1855-1995,"<title render=""italic"">Mt. Zion AME Church Legal Documents, 1855-1995</title>"
mtzionbc.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[5]/did/unittitle, 1855-1995,"<title render=""italic"">Mt. Zion AME Church Pastors, 1855-1995</title>"
mtzionbc.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[6]/did/unittitle, 1850-1990,"<title render=""italic"">Reflections (A Pictorial History of Mt. Zion AME Church), 1850-1990</title>"
mtzionbc.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[7]/did/unittitle, 1906-2003,"<title render=""italic"">A Story in Pictures, 1906-2003</title>"
mtzionbc.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[10]/did/unittitle, 1855-2000,"<title render=""italic"">The Vision Made Real (The History of Mt. Zion AME Church), 1855-2000 and 1855-2005</title>"
mtzionbc.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[10]/did/unittitle, 1855-2005,"<title render=""italic"">The Vision Made Real (The History of Mt. Zion AME Church), 1855-2000 and 1855-2005</title>"
mullinsr.xml,/ead/archdesc/dsc/c01[3]/c02[35]/did/unittitle, 2000-2001,"Miscellaneous materials related to the 'Fight for Freedom' banquet and Midwest Region III Training Conference , 2000-2001"
mullinsr.xml,/ead/archdesc/dsc/c01[4]/c02[16]/did/unittitle, 1995-1996,"Greater Ypsilanti Leadership Council, 1995-1996."
muncyr.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[4]/c04[15]/did/unittitle, 19741976,"Miller, W.Z., 19741976"
munionp.xml,/ead/archdesc/dsc/c01/c02[1]/c03[5]/c04[2]/did/unittitle, 1903-1954,"<title render=""italic"">Story Without End: The History of the University of Michigan Union, 1903-1954</title>,"
muschba.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[8]/c04[3]/did/unittitle, 1928-1960,"<title render=""italic"">Long Island Modern: The First Generation of Modern Architecture on Long Island, 1928-1960</title>,"
